Column_or_Row_Name,Unit,Definition,Data_Type
Wave_1980,%,Reflectance at associated wavelength,numeric
Wave_1981,%,Reflectance at associated wavelength,numeric
Wave_1982,%,Reflectance at associated wavelength,numeric
Wave_1983,%,Reflectance at associated wavelength,numeric
Wave_1984,%,Reflectance at associated wavelength,numeric
Wave_1985,%,Reflectance at associated wavelength,numeric
Wave_1986,%,Reflectance at associated wavelength,numeric
Wave_1987,%,Reflectance at associated wavelength,numeric
Wave_1988,%,Reflectance at associated wavelength,numeric
Wave_1989,%,Reflectance at associated wavelength,numeric
Wave_1990,%,Reflectance at associated wavelength,numeric
Wave_1991,%,Reflectance at associated wavelength,numeric
Wave_1992,%,Reflectance at associated wavelength,numeric
Wave_1993,%,Reflectance at associated wavelength,numeric
Wave_1994,%,Reflectance at associated wavelength,numeric
Wave_1995,%,Reflectance at associated wavelength,numeric
Wave_1996,%,Reflectance at associated wavelength,numeric
Wave_1997,%,Reflectance at associated wavelength,numeric
Wave_1998,%,Reflectance at associated wavelength,numeric
Wave_1999,%,Reflectance at associated wavelength,numeric
Wave_2000,%,Reflectance at associated wavelength,numeric
Wave_2001,%,Reflectance at associated wavelength,numeric
Wave_2002,%,Reflectance at associated wavelength,numeric
Wave_2003,%,Reflectance at associated wavelength,numeric
Wave_2004,%,Reflectance at associated wavelength,numeric
Wave_2005,%,Reflectance at associated wavelength,numeric
Wave_2006,%,Reflectance at associated wavelength,numeric
Wave_2007,%,Reflectance at associated wavelength,numeric
Wave_2008,%,Reflectance at associated wavelength,numeric
Wave_2009,%,Reflectance at associated wavelength,numeric
Wave_2010,%,Reflectance at associated wavelength,numeric
Wave_2011,%,Reflectance at associated wavelength,numeric
Wave_2012,%,Reflectance at associated wavelength,numeric
Wave_2013,%,Reflectance at associated wavelength,numeric
Wave_2014,%,Reflectance at associated wavelength,numeric
Wave_2015,%,Reflectance at associated wavelength,numeric
Wave_2016,%,Reflectance at associated wavelength,numeric
Wave_2017,%,Reflectance at associated wavelength,numeric
Wave_2018,%,Reflectance at associated wavelength,numeric
Wave_2019,%,Reflectance at associated wavelength,numeric
Wave_2020,%,Reflectance at associated wavelength,numeric
Wave_2021,%,Reflectance at associated wavelength,numeric
Wave_2022,%,Reflectance at associated wavelength,numeric
Wave_2023,%,Reflectance at associated wavelength,numeric
Wave_2024,%,Reflectance at associated wavelength,numeric
Wave_2025,%,Reflectance at associated wavelength,numeric
Wave_2026,%,Reflectance at associated wavelength,numeric
Wave_2027,%,Reflectance at associated wavelength,numeric
Wave_2028,%,Reflectance at associated wavelength,numeric
Wave_2029,%,Reflectance at associated wavelength,numeric
Wave_2030,%,Reflectance at associated wavelength,numeric
Wave_2031,%,Reflectance at associated wavelength,numeric
Wave_2032,%,Reflectance at associated wavelength,numeric
Wave_2033,%,Reflectance at associated wavelength,numeric
Wave_2034,%,Reflectance at associated wavelength,numeric
Wave_2035,%,Reflectance at associated wavelength,numeric
Wave_2036,%,Reflectance at associated wavelength,numeric
Wave_2037,%,Reflectance at associated wavelength,numeric
Wave_2038,%,Reflectance at associated wavelength,numeric
Wave_2039,%,Reflectance at associated wavelength,numeric
Wave_2040,%,Reflectance at associated wavelength,numeric
Wave_2041,%,Reflectance at associated wavelength,numeric
Wave_2042,%,Reflectance at associated wavelength,numeric
Wave_2043,%,Reflectance at associated wavelength,numeric
Wave_2044,%,Reflectance at associated wavelength,numeric
Wave_2045,%,Reflectance at associated wavelength,numeric
Wave_2046,%,Reflectance at associated wavelength,numeric
Wave_2047,%,Reflectance at associated wavelength,numeric
Wave_2048,%,Reflectance at associated wavelength,numeric
Wave_2049,%,Reflectance at associated wavelength,numeric
Wave_2050,%,Reflectance at associated wavelength,numeric
Wave_2051,%,Reflectance at associated wavelength,numeric
Wave_2052,%,Reflectance at associated wavelength,numeric
Wave_2053,%,Reflectance at associated wavelength,numeric
Wave_2054,%,Reflectance at associated wavelength,numeric
Wave_2055,%,Reflectance at associated wavelength,numeric
Wave_2056,%,Reflectance at associated wavelength,numeric
Wave_2057,%,Reflectance at associated wavelength,numeric
Wave_2058,%,Reflectance at associated wavelength,numeric
Wave_2059,%,Reflectance at associated wavelength,numeric
Wave_2060,%,Reflectance at associated wavelength,numeric
Wave_2061,%,Reflectance at associated wavelength,numeric
Wave_2062,%,Reflectance at associated wavelength,numeric
Wave_2063,%,Reflectance at associated wavelength,numeric
Wave_2064,%,Reflectance at associated wavelength,numeric
Wave_2065,%,Reflectance at associated wavelength,numeric
Wave_2066,%,Reflectance at associated wavelength,numeric
Wave_2067,%,Reflectance at associated wavelength,numeric
Wave_2068,%,Reflectance at associated wavelength,numeric
Wave_2069,%,Reflectance at associated wavelength,numeric
Wave_2070,%,Reflectance at associated wavelength,numeric
Wave_2071,%,Reflectance at associated wavelength,numeric
Wave_2072,%,Reflectance at associated wavelength,numeric
Wave_2073,%,Reflectance at associated wavelength,numeric
Wave_2074,%,Reflectance at associated wavelength,numeric
Wave_2075,%,Reflectance at associated wavelength,numeric
Wave_2076,%,Reflectance at associated wavelength,numeric
Wave_2077,%,Reflectance at associated wavelength,numeric
Wave_2078,%,Reflectance at associated wavelength,numeric
Wave_2079,%,Reflectance at associated wavelength,numeric
Wave_2080,%,Reflectance at associated wavelength,numeric
Wave_2081,%,Reflectance at associated wavelength,numeric
Wave_2082,%,Reflectance at associated wavelength,numeric
Wave_2083,%,Reflectance at associated wavelength,numeric
Wave_2084,%,Reflectance at associated wavelength,numeric
Wave_2085,%,Reflectance at associated wavelength,numeric
Wave_2086,%,Reflectance at associated wavelength,numeric
Wave_2087,%,Reflectance at associated wavelength,numeric
Wave_2088,%,Reflectance at associated wavelength,numeric
Wave_2089,%,Reflectance at associated wavelength,numeric
Wave_2090,%,Reflectance at associated wavelength,numeric
Wave_2091,%,Reflectance at associated wavelength,numeric
Wave_2092,%,Reflectance at associated wavelength,numeric
Wave_2093,%,Reflectance at associated wavelength,numeric
Wave_2094,%,Reflectance at associated wavelength,numeric
Wave_2095,%,Reflectance at associated wavelength,numeric
Wave_2096,%,Reflectance at associated wavelength,numeric
Wave_2097,%,Reflectance at associated wavelength,numeric
Wave_2098,%,Reflectance at associated wavelength,numeric
Wave_2099,%,Reflectance at associated wavelength,numeric
Wave_2100,%,Reflectance at associated wavelength,numeric
Wave_2101,%,Reflectance at associated wavelength,numeric
Wave_2102,%,Reflectance at associated wavelength,numeric
Wave_2103,%,Reflectance at associated wavelength,numeric
Wave_2104,%,Reflectance at associated wavelength,numeric
Wave_2105,%,Reflectance at associated wavelength,numeric
Wave_2106,%,Reflectance at associated wavelength,numeric
Wave_2107,%,Reflectance at associated wavelength,numeric
Wave_2108,%,Reflectance at associated wavelength,numeric
Wave_2109,%,Reflectance at associated wavelength,numeric
Wave_2110,%,Reflectance at associated wavelength,numeric
Wave_2111,%,Reflectance at associated wavelength,numeric
Wave_2112,%,Reflectance at associated wavelength,numeric
Wave_2113,%,Reflectance at associated wavelength,numeric
Wave_2114,%,Reflectance at associated wavelength,numeric
Wave_2115,%,Reflectance at associated wavelength,numeric
Wave_2116,%,Reflectance at associated wavelength,numeric
Wave_2117,%,Reflectance at associated wavelength,numeric
Wave_2118,%,Reflectance at associated wavelength,numeric
Wave_2119,%,Reflectance at associated wavelength,numeric
Wave_2120,%,Reflectance at associated wavelength,numeric
Wave_2121,%,Reflectance at associated wavelength,numeric
Wave_2122,%,Reflectance at associated wavelength,numeric
Wave_2123,%,Reflectance at associated wavelength,numeric
Wave_2124,%,Reflectance at associated wavelength,numeric
Wave_2125,%,Reflectance at associated wavelength,numeric
Wave_2126,%,Reflectance at associated wavelength,numeric
Wave_2127,%,Reflectance at associated wavelength,numeric
Wave_2128,%,Reflectance at associated wavelength,numeric
Wave_2129,%,Reflectance at associated wavelength,numeric
Wave_2130,%,Reflectance at associated wavelength,numeric
Wave_2131,%,Reflectance at associated wavelength,numeric
Wave_2132,%,Reflectance at associated wavelength,numeric
Wave_2133,%,Reflectance at associated wavelength,numeric
Wave_2134,%,Reflectance at associated wavelength,numeric
Wave_2135,%,Reflectance at associated wavelength,numeric
Wave_2136,%,Reflectance at associated wavelength,numeric
Wave_2137,%,Reflectance at associated wavelength,numeric
Wave_2138,%,Reflectance at associated wavelength,numeric
Wave_2139,%,Reflectance at associated wavelength,numeric
Wave_2140,%,Reflectance at associated wavelength,numeric
Wave_2141,%,Reflectance at associated wavelength,numeric
Wave_2142,%,Reflectance at associated wavelength,numeric
Wave_2143,%,Reflectance at associated wavelength,numeric
Wave_2144,%,Reflectance at associated wavelength,numeric
Wave_2145,%,Reflectance at associated wavelength,numeric
Wave_2146,%,Reflectance at associated wavelength,numeric
Wave_2147,%,Reflectance at associated wavelength,numeric
Wave_2148,%,Reflectance at associated wavelength,numeric
Wave_2149,%,Reflectance at associated wavelength,numeric
Wave_2150,%,Reflectance at associated wavelength,numeric
Wave_2151,%,Reflectance at associated wavelength,numeric
Wave_2152,%,Reflectance at associated wavelength,numeric
Wave_2153,%,Reflectance at associated wavelength,numeric
Wave_2154,%,Reflectance at associated wavelength,numeric
Wave_2155,%,Reflectance at associated wavelength,numeric
Wave_2156,%,Reflectance at associated wavelength,numeric
Wave_2157,%,Reflectance at associated wavelength,numeric
Wave_2158,%,Reflectance at associated wavelength,numeric
Wave_2159,%,Reflectance at associated wavelength,numeric
Wave_2160,%,Reflectance at associated wavelength,numeric
Wave_2161,%,Reflectance at associated wavelength,numeric
Wave_2162,%,Reflectance at associated wavelength,numeric
Wave_2163,%,Reflectance at associated wavelength,numeric
Wave_2164,%,Reflectance at associated wavelength,numeric
Wave_2165,%,Reflectance at associated wavelength,numeric
Wave_2166,%,Reflectance at associated wavelength,numeric
Wave_2167,%,Reflectance at associated wavelength,numeric
Wave_2168,%,Reflectance at associated wavelength,numeric
Wave_2169,%,Reflectance at associated wavelength,numeric
Wave_2170,%,Reflectance at associated wavelength,numeric
Wave_2171,%,Reflectance at associated wavelength,numeric
Wave_2172,%,Reflectance at associated wavelength,numeric
Wave_2173,%,Reflectance at associated wavelength,numeric
Wave_2174,%,Reflectance at associated wavelength,numeric
Wave_2175,%,Reflectance at associated wavelength,numeric
Wave_2176,%,Reflectance at associated wavelength,numeric
Wave_2177,%,Reflectance at associated wavelength,numeric
Wave_2178,%,Reflectance at associated wavelength,numeric
Wave_2179,%,Reflectance at associated wavelength,numeric
Wave_2180,%,Reflectance at associated wavelength,numeric
Wave_2181,%,Reflectance at associated wavelength,numeric
Wave_2182,%,Reflectance at associated wavelength,numeric
Wave_2183,%,Reflectance at associated wavelength,numeric
Wave_2184,%,Reflectance at associated wavelength,numeric
Wave_2185,%,Reflectance at associated wavelength,numeric
Wave_2186,%,Reflectance at associated wavelength,numeric
Wave_2187,%,Reflectance at associated wavelength,numeric
Wave_2188,%,Reflectance at associated wavelength,numeric
Wave_2189,%,Reflectance at associated wavelength,numeric
Wave_2190,%,Reflectance at associated wavelength,numeric
Wave_2191,%,Reflectance at associated wavelength,numeric
Wave_2192,%,Reflectance at associated wavelength,numeric
Wave_2193,%,Reflectance at associated wavelength,numeric
Wave_2194,%,Reflectance at associated wavelength,numeric
Wave_2195,%,Reflectance at associated wavelength,numeric
Wave_2196,%,Reflectance at associated wavelength,numeric
Wave_2197,%,Reflectance at associated wavelength,numeric
Wave_2198,%,Reflectance at associated wavelength,numeric
Wave_2199,%,Reflectance at associated wavelength,numeric
Wave_2200,%,Reflectance at associated wavelength,numeric
Wave_2201,%,Reflectance at associated wavelength,numeric
Wave_2202,%,Reflectance at associated wavelength,numeric
Wave_2203,%,Reflectance at associated wavelength,numeric
Wave_2204,%,Reflectance at associated wavelength,numeric
Wave_2205,%,Reflectance at associated wavelength,numeric
Wave_2206,%,Reflectance at associated wavelength,numeric
Wave_2207,%,Reflectance at associated wavelength,numeric
Wave_2208,%,Reflectance at associated wavelength,numeric
Wave_2209,%,Reflectance at associated wavelength,numeric
Wave_2210,%,Reflectance at associated wavelength,numeric
Wave_2211,%,Reflectance at associated wavelength,numeric
Wave_2212,%,Reflectance at associated wavelength,numeric
Wave_2213,%,Reflectance at associated wavelength,numeric
Wave_2214,%,Reflectance at associated wavelength,numeric
Wave_2215,%,Reflectance at associated wavelength,numeric
Wave_2216,%,Reflectance at associated wavelength,numeric
Wave_2217,%,Reflectance at associated wavelength,numeric
Wave_2218,%,Reflectance at associated wavelength,numeric
Wave_2219,%,Reflectance at associated wavelength,numeric
Wave_2220,%,Reflectance at associated wavelength,numeric
Wave_2221,%,Reflectance at associated wavelength,numeric
Wave_2222,%,Reflectance at associated wavelength,numeric
Wave_2223,%,Reflectance at associated wavelength,numeric
Wave_2224,%,Reflectance at associated wavelength,numeric
Wave_2225,%,Reflectance at associated wavelength,numeric
Wave_2226,%,Reflectance at associated wavelength,numeric
Wave_2227,%,Reflectance at associated wavelength,numeric
Wave_2228,%,Reflectance at associated wavelength,numeric
Wave_2229,%,Reflectance at associated wavelength,numeric
Wave_2230,%,Reflectance at associated wavelength,numeric
Wave_2231,%,Reflectance at associated wavelength,numeric
Wave_2232,%,Reflectance at associated wavelength,numeric
Wave_2233,%,Reflectance at associated wavelength,numeric
Wave_2234,%,Reflectance at associated wavelength,numeric
Wave_2235,%,Reflectance at associated wavelength,numeric
Wave_2236,%,Reflectance at associated wavelength,numeric
Wave_2237,%,Reflectance at associated wavelength,numeric
Wave_2238,%,Reflectance at associated wavelength,numeric
Wave_2239,%,Reflectance at associated wavelength,numeric
Wave_2240,%,Reflectance at associated wavelength,numeric
Wave_2241,%,Reflectance at associated wavelength,numeric
Wave_2242,%,Reflectance at associated wavelength,numeric
Wave_2243,%,Reflectance at associated wavelength,numeric
Wave_2244,%,Reflectance at associated wavelength,numeric
Wave_2245,%,Reflectance at associated wavelength,numeric
Wave_2246,%,Reflectance at associated wavelength,numeric
Wave_2247,%,Reflectance at associated wavelength,numeric
Wave_2248,%,Reflectance at associated wavelength,numeric
Wave_2249,%,Reflectance at associated wavelength,numeric
Wave_2250,%,Reflectance at associated wavelength,numeric
Wave_2251,%,Reflectance at associated wavelength,numeric
Wave_2252,%,Reflectance at associated wavelength,numeric
Wave_2253,%,Reflectance at associated wavelength,numeric
Wave_2254,%,Reflectance at associated wavelength,numeric
Wave_2255,%,Reflectance at associated wavelength,numeric
Wave_2256,%,Reflectance at associated wavelength,numeric
Wave_2257,%,Reflectance at associated wavelength,numeric
Wave_2258,%,Reflectance at associated wavelength,numeric
Wave_2259,%,Reflectance at associated wavelength,numeric
Wave_2260,%,Reflectance at associated wavelength,numeric
Wave_2261,%,Reflectance at associated wavelength,numeric
Wave_2262,%,Reflectance at associated wavelength,numeric
Wave_2263,%,Reflectance at associated wavelength,numeric
Wave_2264,%,Reflectance at associated wavelength,numeric
Wave_2265,%,Reflectance at associated wavelength,numeric
Wave_2266,%,Reflectance at associated wavelength,numeric
Wave_2267,%,Reflectance at associated wavelength,numeric
Wave_2268,%,Reflectance at associated wavelength,numeric
Wave_2269,%,Reflectance at associated wavelength,numeric
Wave_2270,%,Reflectance at associated wavelength,numeric
Wave_2271,%,Reflectance at associated wavelength,numeric
Wave_2272,%,Reflectance at associated wavelength,numeric
Wave_2273,%,Reflectance at associated wavelength,numeric
Wave_2274,%,Reflectance at associated wavelength,numeric
Wave_2275,%,Reflectance at associated wavelength,numeric
Wave_2276,%,Reflectance at associated wavelength,numeric
Wave_2277,%,Reflectance at associated wavelength,numeric
Wave_2278,%,Reflectance at associated wavelength,numeric
Wave_2279,%,Reflectance at associated wavelength,numeric
Wave_2280,%,Reflectance at associated wavelength,numeric
Wave_2281,%,Reflectance at associated wavelength,numeric
Wave_2282,%,Reflectance at associated wavelength,numeric
Wave_2283,%,Reflectance at associated wavelength,numeric
Wave_2284,%,Reflectance at associated wavelength,numeric
Wave_2285,%,Reflectance at associated wavelength,numeric
Wave_2286,%,Reflectance at associated wavelength,numeric
Wave_2287,%,Reflectance at associated wavelength,numeric
Wave_2288,%,Reflectance at associated wavelength,numeric
Wave_2289,%,Reflectance at associated wavelength,numeric
Wave_2290,%,Reflectance at associated wavelength,numeric
Wave_2291,%,Reflectance at associated wavelength,numeric
Wave_2292,%,Reflectance at associated wavelength,numeric
Wave_2293,%,Reflectance at associated wavelength,numeric
Wave_2294,%,Reflectance at associated wavelength,numeric
Wave_2295,%,Reflectance at associated wavelength,numeric
Wave_2296,%,Reflectance at associated wavelength,numeric
Wave_2297,%,Reflectance at associated wavelength,numeric
Wave_2298,%,Reflectance at associated wavelength,numeric
Wave_2299,%,Reflectance at associated wavelength,numeric
Wave_2300,%,Reflectance at associated wavelength,numeric
Wave_2301,%,Reflectance at associated wavelength,numeric
Wave_2302,%,Reflectance at associated wavelength,numeric
Wave_2303,%,Reflectance at associated wavelength,numeric
Wave_2304,%,Reflectance at associated wavelength,numeric
Wave_2305,%,Reflectance at associated wavelength,numeric
Wave_2306,%,Reflectance at associated wavelength,numeric
Wave_2307,%,Reflectance at associated wavelength,numeric
Wave_2308,%,Reflectance at associated wavelength,numeric
Wave_2309,%,Reflectance at associated wavelength,numeric
Wave_2310,%,Reflectance at associated wavelength,numeric
Wave_2311,%,Reflectance at associated wavelength,numeric
Wave_2312,%,Reflectance at associated wavelength,numeric
Wave_2313,%,Reflectance at associated wavelength,numeric
Wave_2314,%,Reflectance at associated wavelength,numeric
Wave_2315,%,Reflectance at associated wavelength,numeric
Wave_2316,%,Reflectance at associated wavelength,numeric
Wave_2317,%,Reflectance at associated wavelength,numeric
Wave_2318,%,Reflectance at associated wavelength,numeric
Wave_2319,%,Reflectance at associated wavelength,numeric
Wave_2320,%,Reflectance at associated wavelength,numeric
Wave_2321,%,Reflectance at associated wavelength,numeric
Wave_2322,%,Reflectance at associated wavelength,numeric
Wave_2323,%,Reflectance at associated wavelength,numeric
Wave_2324,%,Reflectance at associated wavelength,numeric
Wave_2325,%,Reflectance at associated wavelength,numeric
Wave_2326,%,Reflectance at associated wavelength,numeric
Wave_2327,%,Reflectance at associated wavelength,numeric
Wave_2328,%,Reflectance at associated wavelength,numeric
Wave_2329,%,Reflectance at associated wavelength,numeric
Wave_2330,%,Reflectance at associated wavelength,numeric
Wave_2331,%,Reflectance at associated wavelength,numeric
Wave_2332,%,Reflectance at associated wavelength,numeric
Wave_2333,%,Reflectance at associated wavelength,numeric
Wave_2334,%,Reflectance at associated wavelength,numeric
Wave_2335,%,Reflectance at associated wavelength,numeric
Wave_2336,%,Reflectance at associated wavelength,numeric
Wave_2337,%,Reflectance at associated wavelength,numeric
Wave_2338,%,Reflectance at associated wavelength,numeric
Wave_2339,%,Reflectance at associated wavelength,numeric
Wave_2340,%,Reflectance at associated wavelength,numeric
Wave_2341,%,Reflectance at associated wavelength,numeric
Wave_2342,%,Reflectance at associated wavelength,numeric
Wave_2343,%,Reflectance at associated wavelength,numeric
Wave_2344,%,Reflectance at associated wavelength,numeric
Wave_2345,%,Reflectance at associated wavelength,numeric
Wave_2346,%,Reflectance at associated wavelength,numeric
Wave_2347,%,Reflectance at associated wavelength,numeric
Wave_2348,%,Reflectance at associated wavelength,numeric
Wave_2349,%,Reflectance at associated wavelength,numeric
Wave_2350,%,Reflectance at associated wavelength,numeric
Wave_2351,%,Reflectance at associated wavelength,numeric
Wave_2352,%,Reflectance at associated wavelength,numeric
Wave_2353,%,Reflectance at associated wavelength,numeric
Wave_2354,%,Reflectance at associated wavelength,numeric
Wave_2355,%,Reflectance at associated wavelength,numeric
Wave_2356,%,Reflectance at associated wavelength,numeric
Wave_2357,%,Reflectance at associated wavelength,numeric
Wave_2358,%,Reflectance at associated wavelength,numeric
Wave_2359,%,Reflectance at associated wavelength,numeric
Wave_2360,%,Reflectance at associated wavelength,numeric
Wave_2361,%,Reflectance at associated wavelength,numeric
Wave_2362,%,Reflectance at associated wavelength,numeric
Wave_2363,%,Reflectance at associated wavelength,numeric
Wave_2364,%,Reflectance at associated wavelength,numeric
Wave_2365,%,Reflectance at associated wavelength,numeric
Wave_2366,%,Reflectance at associated wavelength,numeric
Wave_2367,%,Reflectance at associated wavelength,numeric
Wave_2368,%,Reflectance at associated wavelength,numeric
Wave_2369,%,Reflectance at associated wavelength,numeric
Wave_2370,%,Reflectance at associated wavelength,numeric
Wave_2371,%,Reflectance at associated wavelength,numeric
Wave_2372,%,Reflectance at associated wavelength,numeric
Wave_2373,%,Reflectance at associated wavelength,numeric
Wave_2374,%,Reflectance at associated wavelength,numeric
Wave_2375,%,Reflectance at associated wavelength,numeric
Wave_2376,%,Reflectance at associated wavelength,numeric
Wave_2377,%,Reflectance at associated wavelength,numeric
Wave_2378,%,Reflectance at associated wavelength,numeric
Wave_2379,%,Reflectance at associated wavelength,numeric
Wave_2380,%,Reflectance at associated wavelength,numeric
Wave_2381,%,Reflectance at associated wavelength,numeric
Wave_2382,%,Reflectance at associated wavelength,numeric
Wave_2383,%,Reflectance at associated wavelength,numeric
Wave_2384,%,Reflectance at associated wavelength,numeric
Wave_2385,%,Reflectance at associated wavelength,numeric
Wave_2386,%,Reflectance at associated wavelength,numeric
Wave_2387,%,Reflectance at associated wavelength,numeric
Wave_2388,%,Reflectance at associated wavelength,numeric
Wave_2389,%,Reflectance at associated wavelength,numeric
Wave_2390,%,Reflectance at associated wavelength,numeric
Wave_2391,%,Reflectance at associated wavelength,numeric
Wave_2392,%,Reflectance at associated wavelength,numeric
Wave_2393,%,Reflectance at associated wavelength,numeric
Wave_2394,%,Reflectance at associated wavelength,numeric
Wave_2395,%,Reflectance at associated wavelength,numeric
Wave_2396,%,Reflectance at associated wavelength,numeric
Wave_2397,%,Reflectance at associated wavelength,numeric
Wave_2398,%,Reflectance at associated wavelength,numeric
Wave_2399,%,Reflectance at associated wavelength,numeric
Wave_2400,%,Reflectance at associated wavelength,numeric
Wave_2401,%,Reflectance at associated wavelength,numeric
Wave_2402,%,Reflectance at associated wavelength,numeric
Wave_2403,%,Reflectance at associated wavelength,numeric
Wave_2404,%,Reflectance at associated wavelength,numeric
Wave_2405,%,Reflectance at associated wavelength,numeric
Wave_2406,%,Reflectance at associated wavelength,numeric
Wave_2407,%,Reflectance at associated wavelength,numeric
Wave_2408,%,Reflectance at associated wavelength,numeric
Wave_2409,%,Reflectance at associated wavelength,numeric
Wave_2410,%,Reflectance at associated wavelength,numeric
Wave_2411,%,Reflectance at associated wavelength,numeric
Wave_2412,%,Reflectance at associated wavelength,numeric
Wave_2413,%,Reflectance at associated wavelength,numeric
Wave_2414,%,Reflectance at associated wavelength,numeric
Wave_2415,%,Reflectance at associated wavelength,numeric
Wave_2416,%,Reflectance at associated wavelength,numeric
Wave_2417,%,Reflectance at associated wavelength,numeric
Wave_2418,%,Reflectance at associated wavelength,numeric
Wave_2419,%,Reflectance at associated wavelength,numeric
Wave_2420,%,Reflectance at associated wavelength,numeric
Wave_2421,%,Reflectance at associated wavelength,numeric
Wave_2422,%,Reflectance at associated wavelength,numeric
Wave_2423,%,Reflectance at associated wavelength,numeric
Wave_2424,%,Reflectance at associated wavelength,numeric
Wave_2425,%,Reflectance at associated wavelength,numeric
Wave_2426,%,Reflectance at associated wavelength,numeric
Wave_2427,%,Reflectance at associated wavelength,numeric
Wave_2428,%,Reflectance at associated wavelength,numeric
Wave_2429,%,Reflectance at associated wavelength,numeric
Wave_2430,%,Reflectance at associated wavelength,numeric
Wave_2431,%,Reflectance at associated wavelength,numeric
Wave_2432,%,Reflectance at associated wavelength,numeric
Wave_2433,%,Reflectance at associated wavelength,numeric
Wave_2434,%,Reflectance at associated wavelength,numeric
Wave_2435,%,Reflectance at associated wavelength,numeric
Wave_2436,%,Reflectance at associated wavelength,numeric
Wave_2437,%,Reflectance at associated wavelength,numeric
Wave_2438,%,Reflectance at associated wavelength,numeric
Wave_2439,%,Reflectance at associated wavelength,numeric
Wave_2440,%,Reflectance at associated wavelength,numeric
Wave_2441,%,Reflectance at associated wavelength,numeric
Wave_2442,%,Reflectance at associated wavelength,numeric
Wave_2443,%,Reflectance at associated wavelength,numeric
Wave_2444,%,Reflectance at associated wavelength,numeric
Wave_2445,%,Reflectance at associated wavelength,numeric
Wave_2446,%,Reflectance at associated wavelength,numeric
Wave_2447,%,Reflectance at associated wavelength,numeric
Wave_2448,%,Reflectance at associated wavelength,numeric
Wave_2449,%,Reflectance at associated wavelength,numeric
Wave_2450,%,Reflectance at associated wavelength,numeric
Wave_2451,%,Reflectance at associated wavelength,numeric
Wave_2452,%,Reflectance at associated wavelength,numeric
Wave_2453,%,Reflectance at associated wavelength,numeric
Wave_2454,%,Reflectance at associated wavelength,numeric
Wave_2455,%,Reflectance at associated wavelength,numeric
Wave_2456,%,Reflectance at associated wavelength,numeric
Wave_2457,%,Reflectance at associated wavelength,numeric
Wave_2458,%,Reflectance at associated wavelength,numeric
Wave_2459,%,Reflectance at associated wavelength,numeric
Wave_2460,%,Reflectance at associated wavelength,numeric
Wave_2461,%,Reflectance at associated wavelength,numeric
Wave_2462,%,Reflectance at associated wavelength,numeric
Wave_2463,%,Reflectance at associated wavelength,numeric
Wave_2464,%,Reflectance at associated wavelength,numeric
Wave_2465,%,Reflectance at associated wavelength,numeric
Wave_2466,%,Reflectance at associated wavelength,numeric
Wave_2467,%,Reflectance at associated wavelength,numeric
Wave_2468,%,Reflectance at associated wavelength,numeric
Wave_2469,%,Reflectance at associated wavelength,numeric
Wave_2470,%,Reflectance at associated wavelength,numeric
Wave_2471,%,Reflectance at associated wavelength,numeric
Wave_2472,%,Reflectance at associated wavelength,numeric
Wave_2473,%,Reflectance at associated wavelength,numeric
Wave_2474,%,Reflectance at associated wavelength,numeric
Wave_2475,%,Reflectance at associated wavelength,numeric
Wave_2476,%,Reflectance at associated wavelength,numeric
Wave_2477,%,Reflectance at associated wavelength,numeric
Wave_2478,%,Reflectance at associated wavelength,numeric
Wave_2479,%,Reflectance at associated wavelength,numeric
Wave_2480,%,Reflectance at associated wavelength,numeric
Wave_2481,%,Reflectance at associated wavelength,numeric
Wave_2482,%,Reflectance at associated wavelength,numeric
Wave_2483,%,Reflectance at associated wavelength,numeric
Wave_2484,%,Reflectance at associated wavelength,numeric
Wave_2485,%,Reflectance at associated wavelength,numeric
Wave_2486,%,Reflectance at associated wavelength,numeric
Wave_2487,%,Reflectance at associated wavelength,numeric
Wave_2488,%,Reflectance at associated wavelength,numeric
Wave_2489,%,Reflectance at associated wavelength,numeric
Wave_2490,%,Reflectance at associated wavelength,numeric
Wave_2491,%,Reflectance at associated wavelength,numeric
Wave_2492,%,Reflectance at associated wavelength,numeric
Wave_2493,%,Reflectance at associated wavelength,numeric
Wave_2494,%,Reflectance at associated wavelength,numeric
Wave_2495,%,Reflectance at associated wavelength,numeric
Wave_2496,%,Reflectance at associated wavelength,numeric
Wave_2497,%,Reflectance at associated wavelength,numeric
Wave_2498,%,Reflectance at associated wavelength,numeric
Wave_2499,%,Reflectance at associated wavelength,numeric
Wave_2500,%,Reflectance at associated wavelength,numeric
Chab,%,Reflectance at associated wavelength,numeric
Car,%,Reflectance at associated wavelength,numeric
EWT,%,Reflectance at associated wavelength,numeric
