SampleID,Date,Site,Vertical_Profile,Vertical_Elevation,Phenological_Stage,Species_Name,Species_Code,Tleaf_Spec
SPC00302,20200217,PA_SLZ,A,10,Mature,Amaioua corymbosa,AMAICO,25.6
BNL17244,20200128,PA_SLZ,NA,1,Mature,Annona spraguei,ANNOSP,24.1
SPC00514,20200225,PA_SLZ,NA,1,NA,Apeiba membranacea,APEIME,-9999
BNL17717,20200225,PA_SLZ,NA,1,Mature,Apeiba membranacea,APEIME,26
BNL17742,20200225,PA_SLZ,NA,1,Mature,Apeiba membranacea,APEIME,25.9
SPC00263,20200217,PA_SLZ,A,1,Mature,Apeiba membranacea,APEIME,24.8
SPC00425,20200218,PA_SLZ,I,1,Young,Apeiba membranacea,APEIME,25.7
SPC00467,20200218,PA_SLZ,J,1,Mature,Apeiba membranacea,APEIME,24.4
BNL17500,20200211,PA_SLZ,C,1,Mature,Aspidosperma spruceanum,ASPICR,24.8
BNL17508,20200211,PA_SLZ,B,8,Mature,Aspidosperma spruceanum,ASPICR,24.4
BNL17510,20200211,PA_SLZ,C,1,Mature,Aspidosperma spruceanum,ASPICR,25.9
BNL17520,20200211,PA_SLZ,B,8,Mature,Aspidosperma spruceanum,ASPICR,25
BNL17598,20200217,PA_SLZ,B,8,Mature,Aspidosperma spruceanum,ASPICR,26.4
BNL17602,20200217,PA_SLZ,B,8,Mature,Aspidosperma spruceanum,ASPICR,25
BNL17609,20200217,PA_SLZ,C,1,Mature,Aspidosperma spruceanum,ASPICR,26.5
BNL17612,20200217,PA_SLZ,C,1,Mature,Aspidosperma spruceanum,ASPICR,25.3
BNL17617,20200217,PA_SLZ,C,1,Mature,Aspidosperma spruceanum,ASPICR,25.2
BNL17624,20200218,PA_SLZ,C,1,Mature,Aspidosperma spruceanum,ASPICR,25.9
BNL18446,20200312,PA_SLZ,NA,1,Mature,Aspidosperma spruceanum,ASPICR,28.1
SPC00043,20200211,PA_SLZ,B,1,Mature,Aspidosperma spruceanum,ASPICR,25.9
SPC00048,20200211,PA_SLZ,B,2,Mature,Aspidosperma spruceanum,ASPICR,24.9
SPC00049,20200211,PA_SLZ,B,3,Mature,Aspidosperma spruceanum,ASPICR,25.3
SPC00057,20200211,PA_SLZ,B,5,Mature,Aspidosperma spruceanum,ASPICR,26.7
SPC00066,20200211,PA_SLZ,B,8,Mature,Aspidosperma spruceanum,ASPICR,26
SPC00076,20200211,PA_SLZ,C,1,Mature,Aspidosperma spruceanum,ASPICR,27.8
SPC00077,20200211,PA_SLZ,C,1,Mature,Aspidosperma spruceanum,ASPICR,29.1
SPC00078,20200211,PA_SLZ,C,1,Mature,Aspidosperma spruceanum,ASPICR,28.9
SPC00079,20200211,PA_SLZ,C,1,Mature,Aspidosperma spruceanum,ASPICR,27.8
SPC00080,20200211,PA_SLZ,C,1,Mature,Aspidosperma spruceanum,ASPICR,29.1
SPC00083,20200211,PA_SLZ,C,2,Mature,Aspidosperma spruceanum,ASPICR,26.9
SPC00084,20200211,PA_SLZ,C,2,Mature,Aspidosperma spruceanum,ASPICR,27.1
SPC00260,20200217,PA_SLZ,A,1,Young,Aspidosperma spruceanum,ASPICR,24.5
SPC00261,20200217,PA_SLZ,A,1,Mature,Aspidosperma spruceanum,ASPICR,25
SPC00262,20200217,PA_SLZ,A,1,Old,Aspidosperma spruceanum,ASPICR,24.9
SPC00264,20200217,PA_SLZ,A,1,Young,Aspidosperma spruceanum,ASPICR,25.3
SPC00265,20200217,PA_SLZ,A,1,Mature,Aspidosperma spruceanum,ASPICR,25
SPC00266,20200217,PA_SLZ,A,1,Young,Aspidosperma spruceanum,ASPICR,25.3
SPC00288,20200217,PA_SLZ,A,7,Mature,Aspidosperma spruceanum,ASPICR,24.6
SPC00307,20200217,PA_SLZ,B,8,Mature,Aspidosperma spruceanum,ASPICR,26
SPC00312,20200217,PA_SLZ,C,1,Mature,Aspidosperma spruceanum,ASPICR,29.1
SPC00330,20200217,PA_SLZ,E,4,Mature,Aspidosperma spruceanum,ASPICR,25.6
SPC00427,20200218,PA_SLZ,I,2,Young,Aspidosperma spruceanum,ASPICR,25.7
SPC00428,20200218,PA_SLZ,I,2,Mature,Aspidosperma spruceanum,ASPICR,25.8
SPC00435,20200218,PA_SLZ,I,3,Mature,Aspidosperma spruceanum,ASPICR,25.5
SPC00436,20200218,PA_SLZ,I,3,Mature,Aspidosperma spruceanum,ASPICR,25
BNL17245,20200128,PA_SLZ,NA,1,Mature,Bixa orellana,BIXAOR,23.4
SPC00388,20200217,PA_SLZ,G,8,Mature,Brosimum guianense,BROSGU,24.8
BNL17133,20200121,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,28.9
BNL17154,20200121,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,26.3
BNL17155,20200121,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,26.5
BNL17156,20200121,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,27.7
BNL17166,20200121,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,26.7
BNL17212,20200115,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,27
BNL17213,20200115,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,28.8
BNL17214,20200115,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,27.3
BNL17218,20200115,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,26.4
BNL17225,20200115,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,27.7
BNL17226,20200115,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,28.3
BNL17505,20200211,PA_SLZ,B,3,Mature,Brosimum utile,BROSUT,24.5
BNL17506,20200211,PA_SLZ,B,1,Young,Brosimum utile,BROSUT,24.5
BNL17507,20200211,PA_SLZ,B,1,Mature,Brosimum utile,BROSUT,24.8
BNL17517,20200211,PA_SLZ,B,3,Mature,Brosimum utile,BROSUT,26.2
BNL17518,20200211,PA_SLZ,B,1,Mature,Brosimum utile,BROSUT,27.1
BNL17528,20200212,PA_SLZ,D,1,Mature,Brosimum utile,BROSUT,23.6
BNL17532,20200212,PA_SLZ,D,3,Mature,Brosimum utile,BROSUT,24.1
BNL17539,20200212,PA_SLZ,D,3,Mature,Brosimum utile,BROSUT,27
BNL17543,20200212,PA_SLZ,D,1,Mature,Brosimum utile,BROSUT,28
BNL17545,20200213,PA_SLZ,G,3,Mature,Brosimum utile,BROSUT,24.8
BNL17548,20200213,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,24.5
BNL17551,20200213,PA_SLZ,G,1,Mature,Brosimum utile,BROSUT,24.4
BNL17556,20200213,PA_SLZ,G,1,Mature,Brosimum utile,BROSUT,27.6
BNL17557,20200213,PA_SLZ,G,3,Mature,Brosimum utile,BROSUT,26.2
BNL17561,20200213,PA_SLZ,G,1,Mature,Brosimum utile,BROSUT,27.1
BNL17568,20200213,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,27.1
BNL17570,20200213,PA_SLZ,G,3,Mature,Brosimum utile,BROSUT,26.1
BNL17571,20200213,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,27.8
BNL17610,20200217,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,28
BNL17626,20200218,PA_SLZ,J,3,Mature,Brosimum utile,BROSUT,26.5
BNL17637,20200218,PA_SLZ,J,3,Mature,Brosimum utile,BROSUT,26.1
BNL17649,20200219,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,24.6
BNL17652,20200219,PA_SLZ,J,3,Mature,Brosimum utile,BROSUT,25.9
BNL17654,20200219,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,25.3
BNL17658,20200219,PA_SLZ,J,3,Mature,Brosimum utile,BROSUT,26.2
BNL17723,20200228,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,23.7
BNL17724,20200228,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,24.1
BNL17725,20200228,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,24
BNL17726,20200228,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,24
BNL17727,20200228,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,23.9
BNL17728,20200228,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,25.9
BNL17729,20200228,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,26.5
BNL17730,20200228,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,25.4
BNL17731,20200228,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,27.2
BNL17732,20200228,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,28
BNL17733,20200228,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,26.4
BNL17734,20200228,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,27.2
BNL17735,20200228,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,25.4
BNL17736,20200228,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,27.2
BNL17737,20200228,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,26.4
BNL17738,20200228,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,27.5
BNL17739,20200228,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,27.1
BNL17740,20200228,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,27.5
BNL17744,20200228,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,26.6
BNL17745,20200228,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,25.2
BNL17746,20200228,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,26.8
BNL17747,20200228,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,28
BNL17748,20200228,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,27.2
BNL17749,20200228,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,24.2
BNL17750,20200228,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,23.9
BNL17751,20200228,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,23.9
BNL17752,20200228,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,24
BNL17753,20200228,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,23.8
BNL17896,20200305,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,25.5
BNL17897,20200305,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,24.5
BNL17898,20200305,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,25.2
BNL17899,20200305,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,25
BNL17900,20200305,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,26
BNL17901,20200305,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,24.8
BNL17902,20200305,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,28.2
BNL17907,20200305,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,26.6
BNL18031,20200311,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,30.5
BNL18048,20200311,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,25.9
BNL18426,20200311,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,24.4
BNL18427,20200311,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,24.8
BNL18428,20200311,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,25.5
BNL18429,20200311,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,25.4
BNL18430,20200311,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,24.9
BNL18440,20200311,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,26.5
BNL18441,20200311,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,26.7
BNL18456,20200313,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,28
BNL18481,20200313,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,26.7
BNL18482,20200313,PA_SLZ,NA,1,Young,Brosimum utile,BROSUT,26.4
BNL18483,20200313,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,28.3
BNL18484,20200313,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,26.9
BNL18485,20200313,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,24.5
BNL18486,20200313,PA_SLZ,NA,1,Old,Brosimum utile,BROSUT,24.7
BNL18500,20200313,PA_SLZ,NA,1,Mature,Brosimum utile,BROSUT,24.9
SPC00042,20200211,PA_SLZ,B,1,Mature,Brosimum utile,BROSUT,25.8
SPC00045,20200211,PA_SLZ,B,1,Mature,Brosimum utile,BROSUT,24.9
SPC00046,20200211,PA_SLZ,B,2,Mature,Brosimum utile,BROSUT,25.7
SPC00047,20200211,PA_SLZ,B,2,Mature,Brosimum utile,BROSUT,25.5
SPC00050,20200211,PA_SLZ,B,3,Mature,Brosimum utile,BROSUT,25.2
SPC00051,20200211,PA_SLZ,B,3,Mature,Brosimum utile,BROSUT,25.6
SPC00052,20200211,PA_SLZ,B,3,Mature,Brosimum utile,BROSUT,25.3
SPC00053,20200211,PA_SLZ,B,4,Mature,Brosimum utile,BROSUT,25.6
SPC00054,20200211,PA_SLZ,B,4,Mature,Brosimum utile,BROSUT,26.4
SPC00055,20200211,PA_SLZ,B,4,Mature,Brosimum utile,BROSUT,25.7
SPC00068,20200211,PA_SLZ,B,8,Mature,Brosimum utile,BROSUT,25.9
SPC00069,20200211,PA_SLZ,B,9,Mature,Brosimum utile,BROSUT,25.4
SPC00070,20200211,PA_SLZ,B,9,Mature,Brosimum utile,BROSUT,27.2
SPC00074,20200211,PA_SLZ,B,10,Mature,Brosimum utile,BROSUT,26.9
SPC00098,20200211,PA_SLZ,C,7,Mature,Brosimum utile,BROSUT,27.2
SPC00099,20200211,PA_SLZ,C,7,Mature,Brosimum utile,BROSUT,26.1
SPC00111,20200211,PA_SLZ,C,10,Mature,Brosimum utile,BROSUT,27.1
SPC00112,20200211,PA_SLZ,C,10,Mature,Brosimum utile,BROSUT,26.1
SPC00113,20200212,PA_SLZ,D,1,Mature,Brosimum utile,BROSUT,25.4
SPC00114,20200212,PA_SLZ,D,1,Mature,Brosimum utile,BROSUT,27.7
SPC00115,20200212,PA_SLZ,D,1,Mature,Brosimum utile,BROSUT,25.4
SPC00116,20200212,PA_SLZ,D,1,Mature,Brosimum utile,BROSUT,27.7
SPC00118,20200212,PA_SLZ,D,2,Mature,Brosimum utile,BROSUT,26.5
SPC00119,20200212,PA_SLZ,D,2,Mature,Brosimum utile,BROSUT,27.7
SPC00120,20200212,PA_SLZ,D,3,Mature,Brosimum utile,BROSUT,26.6
SPC00121,20200212,PA_SLZ,D,3,Mature,Brosimum utile,BROSUT,26.6
SPC00122,20200212,PA_SLZ,D,4,Mature,Brosimum utile,BROSUT,26.6
SPC00123,20200212,PA_SLZ,D,4,Mature,Brosimum utile,BROSUT,26.5
SPC00148,20200212,PA_SLZ,E,1,Mature,Brosimum utile,BROSUT,25.9
SPC00156,20200213,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,30.5
SPC00157,20200213,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,28.1
SPC00158,20200213,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,30.5
SPC00160,20200213,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,30.5
SPC00161,20200213,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,27.9
SPC00163,20200213,PA_SLZ,F,2,Mature,Brosimum utile,BROSUT,25.3
SPC00164,20200213,PA_SLZ,F,2,Mature,Brosimum utile,BROSUT,25.9
SPC00167,20200213,PA_SLZ,F,3,Mature,Brosimum utile,BROSUT,25.4
SPC00170,20200213,PA_SLZ,F,4,Mature,Brosimum utile,BROSUT,24.3
SPC00171,20200213,PA_SLZ,F,4,Mature,Brosimum utile,BROSUT,25.3
SPC00175,20200213,PA_SLZ,F,5,Mature,Brosimum utile,BROSUT,25.3
SPC00285,20200217,PA_SLZ,A,5,Mature,Brosimum utile,BROSUT,25.5
SPC00286,20200217,PA_SLZ,A,6,Mature,Brosimum utile,BROSUT,26.8
SPC00287,20200217,PA_SLZ,A,6,Mature,Brosimum utile,BROSUT,25.1
SPC00308,20200217,PA_SLZ,B,8,Mature,Brosimum utile,BROSUT,26.2
SPC00309,20200217,PA_SLZ,B,8,Mature,Brosimum utile,BROSUT,25.9
SPC00310,20200217,PA_SLZ,NA,1,NA,Brosimum utile,BROSUT,-9999
SPC00374,20200217,PA_SLZ,G,3,Mature,Brosimum utile,BROSUT,23.5
SPC00376,20200217,PA_SLZ,G,3,Mature,Brosimum utile,BROSUT,25.6
SPC00432,20200218,PA_SLZ,I,3,Mature,Brosimum utile,BROSUT,25.6
SPC00433,20200218,PA_SLZ,I,3,Mature,Brosimum utile,BROSUT,24.1
SPC00434,20200218,PA_SLZ,I,3,Mature,Brosimum utile,BROSUT,24.9
SPC00481,20200218,PA_SLZ,J,3,Mature,Brosimum utile,BROSUT,24.6
BNL17615,20200217,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,-9999
BNL17616,20200217,PA_SLZ,F,1,Mature,Brosimum utile,BROSUT,-9999
BNL17209,20200115,PA_SLZ,NA,1,Mature,Byrsonima spicata,BYRSSP,29.4
BNL17210,20200115,PA_SLZ,NA,1,Mature,Byrsonima spicata,BYRSSP,25.6
BNL17211,20200115,PA_SLZ,NA,1,Mature,Byrsonima spicata,BYRSSP,25.6
SPC00515,20200225,PA_SLZ,NA,1,NA,Carapa guianensis,CARAGU,-9999
BNL17714,20200225,PA_SLZ,NA,1,Mature,Carapa guianensis,CARAGU,27.4
SPC00468,20200218,PA_SLZ,J,1,Young,Carapa guianensis,CARAGU,24.7
SPC00062,20200211,PA_SLZ,B,6,Mature,Cassipourea elliptica,CASSEL,27.4
BNL17132,20200121,PA_SLZ,NA,1,Mature,Cecropia insignis,CECRIN,26.4
BNL17187,20200123,PA_SLZ,NA,1,Mature,Cecropia insignis,CECRIN,23.8
BNL17188,20200123,PA_SLZ,NA,1,Old,Cecropia insignis,CECRIN,24.3
BNL17189,20200123,PA_SLZ,NA,1,Young,Cecropia insignis,CECRIN,25
BNL17190,20200123,PA_SLZ,NA,1,Mature,Cecropia insignis,CECRIN,24.4
BNL17191,20200123,PA_SLZ,NA,1,Mature,Cecropia insignis,CECRIN,25
BNL17192,20200123,PA_SLZ,NA,1,Young,Cecropia insignis,CECRIN,24.4
BNL17193,20200123,PA_SLZ,NA,1,Old,Cecropia insignis,CECRIN,23.7
BNL17194,20200123,PA_SLZ,NA,1,Young,Cecropia insignis,CECRIN,23.7
BNL17195,20200123,PA_SLZ,NA,1,Young,Cecropia insignis,CECRIN,24.2
BNL17196,20200123,PA_SLZ,NA,1,Old,Cecropia insignis,CECRIN,24.1
BNL17197,20200123,PA_SLZ,NA,1,Old,Cecropia insignis,CECRIN,24.1
BNL17198,20200123,PA_SLZ,NA,1,Mature,Cecropia insignis,CECRIN,25
BNL17199,20200123,PA_SLZ,NA,1,Old,Cecropia insignis,CECRIN,24
BNL17200,20200123,PA_SLZ,NA,1,Young,Cecropia insignis,CECRIN,24.2
BNL17203,20200115,PA_SLZ,NA,1,Mature,Cecropia insignis,CECRIN,26.3
BNL17238,20200123,PA_SLZ,NA,1,Mature,Cecropia insignis,CECRIN,23.8
BNL17665,20200220,PA_SLZ,NA,1,Old,Cecropia insignis,CECRIN,25.2
BNL17703,20200221,PA_SLZ,NA,1,Old,Cecropia insignis,CECRIN,24
BNL17707,20200221,PA_SLZ,NA,1,Young,Cecropia insignis,CECRIN,24.1
BNL17875,20200304,PA_SLZ,NA,1,Old,Cecropia insignis,CECRIN,24.4
BNL17876,20200304,PA_SLZ,NA,1,Mature,Cecropia insignis,CECRIN,21.6
BNL17877,20200304,PA_SLZ,NA,1,Young,Cecropia insignis,CECRIN,22.9
BNL17878,20200304,PA_SLZ,NA,1,Mature,Cecropia insignis,CECRIN,22.6
BNL17879,20200304,PA_SLZ,NA,1,Young,Cecropia insignis,CECRIN,26.2
BNL17880,20200304,PA_SLZ,NA,1,Old,Cecropia insignis,CECRIN,28.4
BNL17881,20200304,PA_SLZ,NA,1,Mature,Cecropia insignis,CECRIN,26.8
BNL17882,20200304,PA_SLZ,NA,1,Young,Cecropia insignis,CECRIN,26
BNL17883,20200304,PA_SLZ,NA,1,Old,Cecropia insignis,CECRIN,25.3
BNL17884,20200304,PA_SLZ,NA,1,Young,Cecropia insignis,CECRIN,25.6
BNL17885,20200305,PA_SLZ,NA,1,Mature,Cecropia insignis,CECRIN,28.2
BNL17888,20200305,PA_SLZ,NA,1,Old,Cecropia insignis,CECRIN,28.8
BNL17889,20200305,PA_SLZ,NA,1,Young,Cecropia insignis,CECRIN,28
BNL18452,20200313,PA_SLZ,NA,1,Old,Cecropia insignis,CECRIN,25.8
BNL17664,20200220,PA_SLZ,NA,1,Young,Cecropia insignis,CECRIN,24.6
BNL17239,20200123,PA_SLZ,NA,1,Mature,Cecropia obtusifolia,CECROB,24.7
BNL17712,20200225,PA_SLZ,NA,1,Mature,Cespedesia spathulata,CESPMA,30
SPC00267,20200217,PA_SLZ,A,1,Old,Cespedesia spathulata,CESPMA,24.9
SPC00469,20200218,PA_SLZ,J,1,Old,Cespedesia spathulata,CESPMA,24.5
SPC00516,20200225,PA_SLZ,NA,1,NA,Cespedesia spathulata,CESPMA,-9999
BNL17509,20200211,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,24.8
BNL17519,20200211,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,26.1
BNL17522,20200211,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,29
BNL17597,20200217,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,-9999
BNL17608,20200217,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,26.6
BNL17644,20200219,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,25.4
BNL17651,20200219,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,24.8
BNL17660,20200219,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,25.6
BNL17663,20200220,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,24.4
BNL17668,20200220,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,24.8
BNL17669,20200220,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,23.5
BNL17686,20200220,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,24.2
SPC00056,20200211,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,25.7
SPC00058,20200211,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,25.8
SPC00257,20200214,PA_SLZ,I,10,Young,Clusia rosea,CLUSRO,26.2
SPC00258,20200214,PA_SLZ,I,10,Mature,Clusia rosea,CLUSRO,26.1
SPC00259,20200214,PA_SLZ,I,10,Mature,Clusia rosea,CLUSRO,25.5
SPC00304,20200217,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,26.7
SPC00305,20200217,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,25.8
SPC00306,20200217,PA_SLZ,B,5,Mature,Clusia rosea,CLUSRO,25.7
BNL17552,20200213,PA_SLZ,F,8,Mature,Cupania scrobiculata,CUPASC,24
BNL17562,20200213,PA_SLZ,F,8,Mature,Cupania scrobiculata,CUPASC,29
BNL17599,20200217,PA_SLZ,F,8,Mature,Cupania scrobiculata,CUPASC,26.4
BNL17601,20200217,PA_SLZ,F,8,Mature,Cupania scrobiculata,CUPASC,26.9
SPC00176,20200213,PA_SLZ,F,6,Mature,Cupania scrobiculata,CUPASC,25.2
SPC00177,20200213,PA_SLZ,F,6,Mature,Cupania scrobiculata,CUPASC,24.7
SPC00178,20200213,PA_SLZ,F,6,Mature,Cupania scrobiculata,CUPASC,23.9
SPC00179,20200213,PA_SLZ,F,7,Mature,Cupania scrobiculata,CUPASC,24.6
SPC00180,20200213,PA_SLZ,F,7,Mature,Cupania scrobiculata,CUPASC,24.6
SPC00182,20200213,PA_SLZ,F,8,Mature,Cupania scrobiculata,CUPASC,24.8
SPC00183,20200213,PA_SLZ,F,8,Mature,Cupania scrobiculata,CUPASC,24.8
SPC00185,20200213,PA_SLZ,F,8,Mature,Cupania scrobiculata,CUPASC,24.8
