date,SampleID,TreeID,Tair,Tleaf,RH,wind_speed,PARout,PARset,clamp_record,comment
20240924,LMF24073,115X,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240924,LMF24074,278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240925,LMF24061,384,31.3,36.2,76.6,0,1370,1800,10,N/A
20240925,LMF24060,384,32.8,34.1,76.7,0,180,400,6,N/A
20240925,LMF24062,278,35.6,38.6,63.1,0.9,1729,1800,7,N/A
20240925,LMF24063,278,34.2,36,62.6,0,1790,400,10,N/A
20240925,LMF24064,115X,35.7,36,63.3,0,1710,1800,107,"Leaf broke during measurements, we clamp a new leaf. Leaf too small, correct the area"
20240925,LMF24065,115X,35.5,36.7,57.7,0,1860,400,5,"Leaf too small, correct the area. Opened the chamber before closing the file"
20240925,LMF24066,115X,36.1,33.8,57.5,0,850,1800,4,N/A
20240925,LMF24067,115X,36.8,36.5,56,0,1194,400,10,N/A
20240925,LMF24072,280,35.3,32.1,50.5,0,355,1800,7,N/A
20240925,LMF24071,280,35.3,31.7,50.5,0,81,400,9,N/A
20240925,LMF24068,91XB,37.4,35,49.5,0,706,1800,15,N/A
20240925,LMF24069,91XB,37.4,35.2,48.5,0,706,400,8,N/A
20240925,LMF24070,91XB,31.7,N/A,67.3,0,0,0,6,N/A
20240925,LMF24076,280,31.3,N/A,69,0,0,0,6,N/A
20241015,LMF24129,84X,30.3,N/A,79.3,0,210,1800,75,"Leaf broke during measurements, we clamped a new leaf"
20241015,LMF24132,84X,31.2,N/A,80.4,0,340,400,6,N/A
20241015,LMF24133,84X,33.1,N/A,80,0,596,1800,6,N/A
20241015,LMF24134,85XC,33.4,N/A,72.8,0,1682,400,3,N/A
20241015,LMF24135,85XC,33.4,N/A,72.8,0,1562,1800,3,N/A
20241016,LMF24057,300x,28,26.6,86.3,0,1050,1800,16,cloudy day
20241016,LMF24058,300X,28.5,30,86.3,0,396,400,5,cloudy day
20241016,LMF24055,116X,27.2,26.2,86,0.3,50,1800,4,cloudy day
20241016,LMF24056,116X,25.7,25.7,86,0.3,45,400,6,cloudy day
20241016,LMF24053,278,26.4,28.8,90,0.5,310,1800,24,cloudy day
20241016,LMF24054,278,25.8,25.8,89.2,0.5,520,400,4,cloudy day
20241016,LMF24052,102X,30.5,30.5,86.4,0.5,405,1800,9,cloudy day
20241016,LMF24059,102X,30.5,32.5,86.4,0.5,1300,400,5,cloudy day
20241016,LMF24050,115XA,29.5,27.2,75.3,0,750,1800,45,cloudy day
20241016,LMF24051,115XA,29.5,28.5,75.3,0,700,400,0,cloudy day
20241016,LMF24150,90XD,31,27.8,80.2,0,600,1800,4,cloudy day
20241016,LMF24151,90XD,31,28.3,80.2,0,550,400,9,cloudy day
20241016,LMF24152,90XD,28.4,26.4,73.2,0,289,1800,14,cloudy day
20241016,LMF24153,116X,28.6,27.9,76.7,0,82,1800,42,cloudy day
20241016,LMF24154,116X,28.2,N/A,76.7,0,75,400,6,cloudy day
20241016,LMF24157,85XC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cloudy day
20241016,LMF24155,116X,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cloudy day
20241016,LMF24156,300X,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cloudy day
20241016,LMF24158,84X,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cloudy day
20241016,LMF24159,90XD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cloudy day
20241016,LMF24160,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"aclimation, cloudy day"
20241016,LMF24161,102X,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"aclimation, cloudy day"
20241016,LMF24162,115XA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"aclimation, cloudy day"
