"","fname","Vcmax","Jmax","Rd","Vcmax_SE","Jmax_SE","Rd_SE"
"19","b2_pop_b12_aci_af_06_30_2016",58.50014358487,110.562780971789,1.18484396272432,2.28758658645136,2.33874062946617,0.383766233013638
"20","b2_pop_b12_aci_mb_06_09_2016",89.1002424703348,164.365372687041,1.36627555838748,7.13178957266257,6.36854374678926,1.04077331080837
"21","b2_pop_b12_aci_mb_06_16_2016",57.4881973639193,120.196538596588,1.12883282426347,0.872173643685002,0.986620779324851,0.173767877780833
"22","b2_pop_b12_aci_mb_06_24_2016",58.0753473218042,130.507259498719,1.91360341956143,1.33009798163615,1.63019534311723,0.275871831396133
"23","b2_pop_b12_aci_mb_07_06_2016",73.8903365234094,131.061780247131,0.825085843301897,5.52308400032851,4.05562294077638,0.698102000499751
"24","b2_pop_b12_aci_mb_5_26_2016",130.423805041276,218.013629735009,0.809252988422672,4.09502263797856,3.8458713831258,0.479690990100185
"25","b2_pop_c14_aci_af_06_30_2016",62.7442144710211,126.24572813429,1.07046203807857,4.84747287057418,5.69448358961767,0.908970200251144
"26","b2_pop_c14_aci_dl 06_28_2016",65.8178824173915,131.161700079971,0.7679771419666,2.80622150331759,2.08528953310168,0.369501921937802
"27","b2_pop_c14_aci_mb_06_09_2016",64.0506342033962,155.520607733784,2.3008461847277,3.08226169714433,4.35947730516565,0.711210835376496
"28","b2_pop_c14_aci_mb_06_16_2016",64.2876673845643,152.005857461111,0.836212642078565,3.28460306512295,4.17814230291374,0.662896245260882
"29","b2_pop_c14_aci_mb_06_24_2016",51.5986010218615,113.392179243152,1.60337739548786,1.14807907492898,1.43675583554592,0.248498755203091
"30","b2_pop_c14_aci_mb_07_06_2016",95.1599196566483,142.534406841898,0.306406102770867,9.29341425559611,6.21254835571639,1.03922272358481
"31","b2_pop_e03_aci_af_06_16_2016",66.3651702962017,131.774379571158,2.32938378109418,2.11473078229636,1.98182985186897,0.356260130910614
"32","b2_pop_e03_aci_af_06_28_2016",91.6782228402215,157.933010356228,0.568709695070946,15.0202481015498,12.4320651214949,2.03832816544107
"33","b2_pop_e03_aci_af_06_30_2016",71.2026596785739,127.94525881644,0.726232817845639,2.92980405658634,2.64839224327558,0.440963846954924
"34","b2_pop_e03_aci_mb_06_01_2016",94.2424235393267,242.906667550592,-0.0845090660835886,1.33380206344542,2.68131075873701,0.298826723694646
"35","b2_pop_e03_aci_mb_06_09_2016",94.8471407720434,169.497533268085,1.575389939381,2.23022671741928,2.02577420985687,0.322037673392402
"36","b2_pop_e03_aci_mb_06_24_2016",82.98806080218,159.070261787322,1.16121176371416,8.32918876617871,7.64058804267035,1.25265294248718
"37","b2_pop_e03_aci_mb_07_06_2016",64.5508384453859,111.93324834402,1.01322247383851,2.89575602478713,2.1508204245927,0.380296365116079
"38","b2_pop_e03_aci_mb_5_26_2016",117.225653818899,261.217880621384,2.24904288405681,2.27144036068455,3.69357027795337,0.406419059808959
"39","b2_pop_e04_aci_af_06_16_2016",59.3043993586883,158.457271398972,2.86304575081952,1.28552737152699,2.31271143645892,0.356407728015297
"40","b2_pop_e04_aci_af_06_28_2016",72.4997119983504,149.434514699493,1.94979302931048,6.65086776179863,7.0529217890489,1.13934484947885
"41","b2_pop_e04_aci_af_06_30_2016",73.7130996920669,125.718782365024,0.742879596156016,2.64039820555497,2.15197085723511,0.360817851747469
"42","b2_pop_e04_aci_dl_06_24_2016",56.2389401718044,120.67962954721,1.38493611016869,0.50775060450729,0.613733756114388,0.105371023339407
"43","b2_pop_e04_aci_mb_05_20_2016",108.769371964834,200.418303917461,1.45318007840593,2.85219459312137,3.16632471610603,0.398644330214739
"44","b2_pop_e04_aci_mb_05_26_2016",127.387853008972,217.832221083975,1.85899693881707,4.48074346179101,4.2364127987875,0.57220240008673
"45","b2_pop_e04_aci_mb_06-09-2016",99.9196029626428,157.342668877653,0.669301205076644,8.07014235782558,5.43168453384801,0.899008613544409
"46","b2_pop_e04_aci_mb_06_01_2016",113.856513802003,229.282751377237,1.73382060552472,3.00290613577613,3.14226452975712,0.429073705703148
"47","b2_pop_e04_aci_mb_07_06_2016",99.9253676822312,158.729814860375,0.458046794573272,6.39518375154598,5.03296588025722,0.764172008744616
"48","b2_pop_e10_aci_km_05_24_2016",96.4581963419576,188.640105189503,1.31765592053985,1.96495537879554,3.14881912019678,0.30751046161406
"49","b2_pop_e10_aci_mb_05_31_2016",92.0525258699245,206.167666293419,1.19935083755179,1.56123560683018,2.3969624567024,0.313658409422929
"50","b2_pop_e10_aci_mb_06_08_2016",94.0508046827508,202.961103827974,0.937498396666842,2.06603040227872,2.79230714653511,0.400982264773094
"51","b2_pop_e10_aci_mb_06_15_2016",82.9759839748959,173.552814711686,1.85252476813573,2.06777121871558,2.48286386273942,0.387250300690673
"52","b2_pop_e10_aci_mb_06_23_2016",79.2921303533344,165.25881497415,2.10156240455854,1.37542373723964,1.65376551955441,0.255860319264381
"53","b2_pop_e10_aci_mb_06_27_2016",91.4386545948538,147.816613002781,0.905754198445493,6.95686109265273,4.59549239461736,0.780067086662725
"54","b2_pop_e10_aci_mb_06_30_2016",44.1672198402688,112.31717210118,2.1693184820968,1.58273211256634,2.64502645332133,0.412328269195425
"55","b2_pop_e10_aci_mb_07_05_2016",70.713156341754,163.444044859613,2.15396953053508,2.38425730641525,3.32320957912149,0.52609864968525
"56","b2_pop_f05_aci_dl_06_23_2016",78.1042413135861,138.29447773424,0.930236237308319,2.34861637401966,2.16048481946046,0.365577004845535
"57","b2_pop_f05_aci_dl_06_27_2016",49.9825614789696,89.2018356250008,1.5100771047402,2.55364692170892,2.283679741702,0.438351751455861
"58","b2_pop_f05_aci_mb_05_24_2016",117.037225240275,200.347080633795,0.212299194691837,3.95194896947129,3.11607243761462,0.402761013341368
"59","b2_pop_f05_aci_mb_06_08_2016",93.0469373098309,178.166828188942,1.74008180475231,5.58834425562759,5.02332861725632,0.782597627962556
"60","b2_pop_f05_aci_mb_06_15_2016",52.4374539452069,156.635069902773,2.3459689305826,1.98823085331752,4.69485817598118,0.641297634841661
"61","b2_pop_f05_aci_mb_06_30_2016",43.953130037116,102.541609604297,1.50989580609418,1.53083217874736,2.3811074979191,0.380385005497835
"62","b2_pop_f05_aci_mb_07_05_2016",70.574232267709,136.686283941869,1.00379257465699,3.62596347376819,3.47973724716247,0.606820451688173
"63","b2_pop_f08_aci_dl_06_27_2016",82.6681828420475,141.835713802832,1.16313631612583,10.4197254440904,9.28294754888707,1.57673659868882
"64","b2_pop_f08_aci_dl_06_28_2016",55.6622733093191,108.564703326545,0.851115948373491,2.08043098104026,1.97986326707881,0.358769175011189
"65","b2_pop_f08_aci_mb_05_19_2016",122.272040993566,202.552648322555,0.567276643634929,4.29696504321591,3.39508459373794,0.474030400127342
"66","b2_pop_f08_aci_mb_05_24_2016",109.107240792895,206.666940158685,0.557918239220492,4.21626587165702,4.65416415798443,0.537387892784568
"67","b2_pop_f08_aci_mb_05_31_2016",98.0276026552504,215.23512068566,0.419654758859467,2.82685737477058,3.55960648365353,0.465615774658828
"68","b2_pop_f08_aci_mb_06_08_2016",111.660551959221,216.428042727851,1.74257980713649,13.8810529113488,12.9533824839408,1.80885990317581
"69","b2_pop_f08_aci_mb_06_15_2016",86.1936006946404,179.769577349757,1.61081124646294,1.5433108441654,1.80374812538713,0.267894531999377
"70","b2_pop_f08_aci_mb_06_23_2016",59.0468026451216,105.859655040427,1.21611627877694,2.82255703186237,2.42558884789571,0.438399146141823
"71","b2_pop_f08_aci_mb_06_30_2016",45.7089078738816,99.1534939376591,1.28095371690818,1.86736644567759,2.3016956662058,0.393710816493202
"72","b2_pop_f08_aci_mb_07_05_2016",60.1581651548175,114.193876343615,1.41594105056656,1.34307196999788,1.23761926891159,0.22969597021582
"73","b2_pop_g11_aci_dl_06_23_2016",64.7460342583884,143.85290527075,1.4485116309797,3.30052423952124,4.35133981290332,0.719220189245176
"74","b2_pop_g11_aci_dl_06_27_2016",92.5903227664407,148.86083961225,1.3848285600368,8.50108391996302,5.80309061154157,0.988180997888145
"75","b2_pop_g11_aci_mb_06-15-2016",66.5439421778591,170.643135199815,2.88726796538393,2.99264860009166,4.5926773036207,0.646633704392562
"76","b2_pop_g11_aci_mb_06_08_2016",53.658490958066,143.397219969384,3.07172375577185,1.9053053147492,3.34664463384525,0.525240679030464
"77","b2_pop_g11_aci_mb_06_30_2016",90.5626886141433,140.099867849529,1.52991678329022,5.25787243496487,3.63901296191479,0.608356438747835
"78","b2_pop_g11_aci_mb_07_05_2016",58.9572868553555,131.423277176992,1.26689615835967,0.957556557002086,1.14507354710552,0.192262608906713
"79","b2_pop_h06_aci_af_06_16_2016",50.5113353939816,169.039731006705,3.05763529340493,2.0656234251846,4.41678973542883,0.646047125241196
"80","b2_pop_h06_aci_af_06_30_2016",99.2690310165098,157.818920828675,1.48825133791476,3.96182465721962,2.80727020074495,0.466197062958299
"81","b2_pop_h06_aci_af_07_06_2016",77.1049082021621,160.952392504187,0.302006182154996,1.51273665506051,1.63467196346177,0.237753460726022
"82","b2_pop_h06_aci_dl_06_24_2016",75.5288730866777,138.042181560523,1.014151919604,2.75960370146496,2.59411362658721,0.443816494333102
"83","b2_pop_h06_aci_dl_06_28_2016",47.3839619241347,101.65448616824,1.18484620087433,1.20092064002808,1.43289353495929,0.255660651505247
"84","b2_pop_h06_aci_mb_06_09_2016",97.4524147641281,165.60858525726,0.980148096264088,8.44986250966726,6.27853378777462,1.03377344690897
"85","b2_pop_h09_aci_af_06_30_2016",43.8581212288326,76.7800489616238,0.954438323739687,0.959659012417379,0.816020383621443,0.152778636944461
"86","b2_pop_h09_aci_af_07_06_2016",65.1382828911451,136.28078962469,1.50806833076538,0.945425622028783,1.13763321851018,0.167842413585315
"87","b2_pop_h09_aci_dl_06_24_2016",59.2041205818498,123.818750188564,1.2944146194231,1.34005960475251,1.62049342629239,0.277454397604159
"88","b2_pop_h09_aci_dl_06_28_2016",49.482470665619,89.364841609131,0.892944819485422,2.8885776534748,2.07670511107886,0.389759370322744
"89","b2_pop_h09_aci_mb_06_09_2016",59.2413599204566,158.702956738482,2.14012995258951,3.22908194548432,6.15103883840949,0.936688510349864
"90","b2_pop_h09_aci_mb_06_16_2016",44.2253374246598,153.852956189019,2.53299322722946,2.06826053141288,4.43522721019446,0.679462628236918
