"","X","fname","Obs","HHMMSS","plot","study","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","QC"
"714",714,"b2_pop_e10_aci_mb_06_30_2016",3,"8:31:20",NA,NA,779,0,3.81,0.264,165,4.33,1.54,25.38,6,1.42,1,2.84,25.06,25.38,24.98,200.44,194.85,14.263,19.36,39.52,53.65,500,1800,0,88.43,1.89,-0.167,1,-0.22,2.74,1,0,0.16,111115,1
"715",715,"b2_pop_e10_aci_mb_06_30_2016",4,"8:32:49",NA,NA,867.5,0,0.474,0.266,93.2,4.31,1.52,25.36,6,1.42,1,2.84,25.05,25.36,24.98,100.09,99.01,14.446,19.514,40.06,54.11,500,1800,0,88.43,1.61,-0.167,1,-0.22,2.74,1,0,0.16,111115,1
"716",716,"b2_pop_e10_aci_mb_06_30_2016",5,"8:34:19",NA,NA,958,0,-1.18,0.268,58,4.28,1.5,25.33,6,1.42,1,2.84,25.05,25.33,24.98,50.77,51.93,14.641,19.68,40.6,54.57,500,1800,0,88.43,1.49,-0.17,1,-0.22,2.74,1,0,0.16,111115,1
"719",719,"b2_pop_e10_aci_mb_06_30_2016",8,"8:39:23",NA,NA,1262,0,14.5,0.272,473,4.19,1.45,25.26,6,1.42,1,2.84,25.02,25.26,24.98,600.06,579.72,15.179,20.102,42.17,55.85,500.1,1800,0,88.43,2.17,-0.167,1,-0.22,2.74,1,0,0.16,111115,1
"720",720,"b2_pop_e10_aci_mb_06_30_2016",9,"8:41:00",NA,NA,1358.5,0,17.4,0.274,647,4.16,1.43,25.21,6,1.42,1,2.84,25,25.21,24.98,800.54,775.77,15.307,20.198,42.57,56.17,500,1800,0,88.44,2.14,-0.171,1,-0.22,2.74,1,0,0.16,111115,1
"721",721,"b2_pop_e10_aci_mb_06_30_2016",10,"8:42:39",NA,NA,1458,0,20.5,0.275,1010,4.13,1.41,25.14,6,1.42,1,2.84,24.97,25.14,24.98,1199.8,1169.47,15.413,20.265,42.94,56.46,500,1800,0,88.44,1.76,-0.171,1,-0.22,2.74,1,0,0.16,111115,1
"722",722,"b2_pop_e10_aci_mb_06_30_2016",11,"8:44:26",NA,NA,1565,0,22.3,0.276,1390,4.12,1.41,25.16,6,1.42,1,2.84,24.98,25.16,24.98,1600.51,1566.02,15.527,20.375,43.24,56.74,500,1800,0,88.44,1.51,-0.168,1,-0.22,2.74,1,0,0.16,111115,1
"723",723,"b2_pop_e10_aci_mb_06_30_2016",12,"8:46:26",NA,NA,1684.5,0,23.9,0.277,1760,4.1,1.4,25.13,6,1.42,1,2.84,24.97,25.13,24.98,2000.71,1962.35,15.636,20.457,43.57,57,500,1799,0,88.44,0.891,-0.163,1,-0.22,2.74,1,0,0.16,111115,1
"725",725,"b2_pop_e10_aci_mb_07_05_2016",1,"9:22:06",NA,NA,151.5,0,17.7,0.477,299,6.62,1.39,27.09,6,1.42,1,2.84,25.89,27.09,25.01,399.77,375.51,17.249,25,45.53,65.99,499.3,1799,215,88.48,3.89,-0.27,1,-0.22,2.74,1,0,0.16,111115,1
"726",726,"b2_pop_e10_aci_mb_07_05_2016",2,"9:23:28",NA,NA,233.5,0,13,0.492,227,6.67,1.36,26.95,6,1.42,1,2.84,25.84,26.95,25.01,299.86,282,17.158,24.97,45.42,66.1,499.3,1800,194,88.48,3.65,-0.263,1,-0.22,2.74,1,0,0.16,111115,1
"727",727,"b2_pop_e10_aci_mb_07_05_2016",3,"9:25:04",NA,NA,329.5,0,7.6,0.493,157,6.58,1.34,26.75,6,1.42,1,2.84,25.76,26.75,25.01,200.16,189.53,16.999,24.705,45.2,65.7,499.3,1800,252,88.48,3.26,-0.26,1,-0.22,2.74,1,0,0.16,111115,1
"728",728,"b2_pop_e10_aci_mb_07_05_2016",4,"9:26:34",NA,NA,419.5,0,1.58,0.487,89.1,6.56,1.35,26.73,6,1.42,1,2.84,25.75,26.73,25.01,100.03,97.36,16.857,24.549,44.86,65.33,499.3,1800,269,88.48,2.78,-0.26,1,-0.22,2.74,1,0,0.16,111115,1
"729",729,"b2_pop_e10_aci_mb_07_05_2016",5,"9:27:56",NA,NA,501.5,0,-1.33,0.477,54.9,6.53,1.37,26.76,6,1.42,1,2.84,25.75,26.76,25.01,49.97,51.17,16.756,24.411,44.58,64.95,499.2,1799,482,88.48,2.42,-0.253,1,-0.22,2.74,1,0,0.16,111115,1
"732",732,"b2_pop_e10_aci_mb_07_05_2016",8,"9:33:29",NA,NA,834.5,0,25.2,0.451,451,6.64,1.46,27.22,6,1.42,1,2.84,25.93,27.22,25.01,600.69,565.86,16.693,24.477,43.94,64.44,499.3,1799,578,88.48,4.18,-0.237,1,-0.22,2.74,1,0,0.16,111115,1
"733",733,"b2_pop_e10_aci_mb_07_05_2016",9,"9:35:52",NA,NA,977.5,0,29.7,0.45,620,6.61,1.46,27.19,6,1.42,1,2.84,25.92,27.19,25.01,799.96,758.19,16.679,24.43,43.94,64.36,499.3,1800,265,88.48,4.2,-0.227,1,-0.22,2.74,1,0,0.16,111115,1
"734",734,"b2_pop_e10_aci_mb_07_05_2016",10,"9:37:32",NA,NA,1077.5,0,32.6,0.445,990,6.59,1.46,27.21,6,1.42,1,2.84,25.93,27.21,25.01,1199.29,1151.05,16.675,24.403,43.9,64.25,499.3,1799,615,88.48,3.73,-0.22,1,-0.22,2.74,1,0,0.16,111115,1
"735",735,"b2_pop_e10_aci_mb_07_05_2016",11,"9:40:08",NA,NA,1234.5,0,35.7,0.448,1360,6.72,1.48,27.4,6,1.42,1,2.84,26.02,27.4,25.01,1600.06,1544.69,16.767,24.642,43.92,64.55,499.3,1801,634,88.48,2.92,-0.212,1,-0.22,2.74,1,0,0.16,111115,1
"736",736,"b2_pop_e10_aci_mb_07_05_2016",12,"9:42:26",NA,NA,1372.5,0,37.3,0.455,1740,6.84,1.49,27.55,6,1.42,1,2.84,26.09,27.55,25.01,2000.01,1939.25,16.905,24.92,44.1,65.01,499.3,1799,655,88.48,1.71,-0.208,1,-0.22,2.74,1,0,0.16,111115,1
"738",738,"b2_pop_f05_aci_dl_06_23_2016",1,"8:24:47",NA,NA,212,0,19.4,0.438,282,8.09,1.83,26.98,6,1.42,1,2.84,25.83,26.98,24.94,399.72,372.8,10.162,19.696,26.94,52.21,499.3,1800,71,88.55,-0.316,0.0849,0.7,-0.22,2.74,1,0,0.16,111115,1
"740",740,"b2_pop_f05_aci_dl_06_23_2016",3,"8:34:43",NA,NA,808,0,14.4,0.454,214,8.14,1.79,26.94,6,1.42,1,2.84,25.77,26.94,24.93,299.76,279.77,10.525,20.11,28,53.49,499.3,1800,97,88.54,0.158,0.0812,1,-0.22,2.74,1,0,0.16,111115,1
"741",741,"b2_pop_f05_aci_dl_06_23_2016",4,"8:36:13",NA,NA,898.5,0,8.8,0.446,146,8.03,1.79,26.95,6,1.42,1,2.84,25.75,26.95,24.94,199.23,186.86,10.646,20.104,28.35,53.54,499.3,1800,97,88.54,0.502,0.0879,1,-0.22,2.74,1,0,0.16,111115,1
"742",742,"b2_pop_f05_aci_dl_06_23_2016",5,"8:37:43",NA,NA,988.5,0,2.53,0.443,83.3,7.98,1.79,26.97,6,1.42,1,2.84,25.74,26.97,24.94,100.6,96.64,10.761,20.16,28.67,53.72,499.3,1799,98,88.54,0.808,0.0879,1,-0.22,2.74,1,0,0.16,111115,1
"743",743,"b2_pop_f05_aci_dl_06_23_2016",6,"8:39:13",NA,NA,1078.5,0,-0.547,0.445,50.4,7.96,1.78,26.95,6,1.42,1,2.84,25.73,26.95,24.94,49.6,49.78,10.862,20.232,28.96,53.95,499.3,1800,98,88.54,0.817,0.089,1,-0.22,2.74,1,0,0.16,111115,1
"746",746,"b2_pop_f05_aci_dl_06_23_2016",9,"8:44:59",NA,NA,1424,0,25.7,0.449,444,7.95,1.76,26.96,6,1.42,1,2.84,25.75,26.96,24.94,600.28,564.04,11.095,20.455,29.54,54.46,499.3,1800,102,88.53,-2.17,0.0619,1,-0.22,2.74,1,0,0.16,111115,1
"747",747,"b2_pop_f05_aci_dl_06_23_2016",10,"8:46:46",NA,NA,1531,0,27.9,0.448,624,7.93,1.76,26.95,6,1.42,1,2.84,25.75,26.95,24.94,799.94,759.17,11.133,20.467,29.65,54.5,499.3,1800,101,88.53,-3.95,0.0637,1,-0.22,2.74,1,0,0.16,111115,1
"748",748,"b2_pop_f05_aci_dl_06_23_2016",11,"8:48:37",NA,NA,1642.5,0,29.4,0.449,1000,7.94,1.76,26.98,6,1.42,1,2.84,25.76,26.98,24.93,1200.44,1154.14,11.18,20.529,29.76,54.64,499.3,1799,103,88.53,-8.53,0.0567,0.7,-0.22,2.74,1,0,0.16,111115,1
"749",749,"b2_pop_f05_aci_dl_06_23_2016",12,"8:51:22",NA,NA,1807.5,0,30.4,0.445,1380,7.89,1.76,27,6,1.42,1,2.84,25.76,27,24.94,1600.95,1549.7,11.288,20.57,30.03,54.73,499.3,1799,112,88.53,-13.9,0.0517,1,-0.22,2.74,1,0,0.16,111115,1
"750",750,"b2_pop_f05_aci_dl_06_23_2016",13,"8:54:23",NA,NA,1988,0,31.1,0.441,1760,7.85,1.77,27.08,6,1.42,1,2.84,25.79,27.08,24.94,1999.79,1944.03,11.423,20.666,30.35,54.91,499.3,1799,127,88.53,-19.4,0.0538,0.7,-0.22,2.74,1,0,0.16,111115,1
"752",752,"b2_pop_f05_aci_dl_06_27_2016",1,"8:41:07",NA,NA,175.5,0,13.2,0.329,298,7.14,2.08,28.62,6,1.42,1,2.84,26.7,28.62,24.96,399.85,380.79,12.597,20.989,31.74,52.89,500,1801,0,88.61,2.96,-0.209,1,-0.22,2.74,1,0,0.16,111115,1
"753",753,"b2_pop_f05_aci_dl_06_27_2016",2,"8:42:37",NA,NA,265,0,9.27,0.315,226,6.95,2.1,28.67,6,1.42,1,2.84,26.7,28.67,24.96,301.03,287.51,12.661,20.832,31.91,52.5,500,1801,0,88.6,2.74,-0.206,1,-0.22,2.74,1,0,0.16,111115,1
"754",754,"b2_pop_f05_aci_dl_06_27_2016",3,"8:44:07",NA,NA,355.5,0,5.16,0.303,156,6.79,2.12,28.72,6,1.42,1,2.84,26.7,28.72,24.96,200.66,192.9,12.716,20.696,32.03,52.13,500,1801,0,88.6,2.46,-0.204,1,-0.22,2.74,1,0,0.16,111115,1
"755",755,"b2_pop_f05_aci_dl_06_27_2016",4,"8:45:37",NA,NA,445,0,0.914,0.299,88.8,6.73,2.14,28.77,6,1.42,1,2.84,26.72,28.77,24.96,99.72,97.83,12.781,20.695,32.16,52.07,500,1801,0,88.6,2.08,-0.204,1,-0.22,2.74,1,0,0.16,111115,1
"756",756,"b2_pop_f05_aci_dl_06_27_2016",5,"8:47:07",NA,NA,535,0,-1.07,0.3,56,6.76,2.13,28.78,6,1.42,1,2.84,26.74,28.78,24.96,51.08,51.94,12.807,20.748,32.19,52.15,500,1799,0,88.6,1.87,-0.202,1,-0.22,2.74,1,0,0.16,111115,1
"759",759,"b2_pop_f05_aci_dl_06_27_2016",8,"8:52:35",NA,NA,863,0,16.9,0.305,457,6.91,2.15,28.95,6,1.42,1,2.84,26.86,28.95,24.96,599.13,574.05,12.932,21.048,32.27,52.53,500,1799,0,88.6,3.41,-0.198,1,-0.22,2.74,1,0,0.16,111115,1
"760",760,"b2_pop_f05_aci_dl_06_27_2016",9,"8:54:09",NA,NA,957,0,18.8,0.304,635,6.89,2.15,28.96,6,1.42,1,2.84,26.86,28.96,24.96,800.22,771.24,12.939,21.034,32.29,52.48,500,1801,0,88.6,3.54,-0.203,1,-0.22,2.74,1,0,0.16,111115,1
"761",761,"b2_pop_f05_aci_dl_06_27_2016",10,"8:55:39",NA,NA,1047,0,20.6,0.298,1000,6.81,2.16,28.96,6,1.42,1,2.84,26.86,28.96,24.96,1199.91,1165.63,12.909,20.911,32.22,52.2,500,1800,0,88.6,3.59,-0.194,0.7,-0.22,2.74,1,0,0.16,111115,1
"762",762,"b2_pop_f05_aci_dl_06_27_2016",11,"8:57:18",NA,NA,1146,0,19.9,0.289,1390,6.68,2.18,28.99,6,1.42,1,2.84,26.85,28.99,24.96,1600.38,1564.02,12.885,20.731,32.19,51.79,500,1801,0,88.6,3.32,-0.189,0.7,-0.22,2.74,1,0,0.16,111115,1
"763",763,"b2_pop_f05_aci_dl_06_27_2016",12,"8:59:27",NA,NA,1275,0,20.9,0.28,1750,6.56,2.21,29.03,6,1.42,1,2.84,26.86,29.03,24.96,1999.81,1959.31,12.874,20.585,32.13,51.38,500,1800,0,88.6,2.97,-0.185,1,-0.22,2.74,1,0,0.16,111115,1
"765",765,"b2_pop_f05_aci_mb_05_24_2016",1,"12:18:50",NA,NA,156,0,20.1,0.2,188,6.15,2.81,28.05,6,1.42,1,2.84,27.71,28.05,27.7,399.77,372.86,3.988,11.297,9.4,26.63,499.2,1800,1672,87.95,-32.8,12.2,1,-0.22,2.74,1,0,0.16,111115,1
"766",766,"b2_pop_f05_aci_mb_05_24_2016",2,"12:20:20",NA,NA,246.5,0,14.6,0.202,147,6.22,2.82,28.11,6,1.42,1,2.84,27.71,28.11,27.68,300.11,280.43,4.022,11.411,9.48,26.9,499.3,1799,1671,87.95,-22.4,12.2,1,-0.22,2.74,1,0,0.16,111115,1
"767",767,"b2_pop_f05_aci_mb_05_24_2016",3,"12:21:49",NA,NA,335,0,8.91,0.204,106,6.19,2.79,27.97,6,1.42,1,2.84,27.57,27.97,27.54,199.86,187.75,4.039,11.396,9.6,27.08,499.2,1801,128,87.94,-13.2,12.2,1,-0.22,2.74,1,0,0.16,111115,1
"768",768,"b2_pop_f05_aci_mb_05_24_2016",4,"12:23:19",NA,NA,425.5,0,2.94,0.201,66.7,6.08,2.77,27.85,6,1.42,1,2.84,27.4,27.85,27.38,99.9,95.67,4.044,11.275,9.71,27.06,499.2,1799,153,87.94,-5.25,12.1,1,-0.22,2.74,1,0,0.16,111115,1
"769",769,"b2_pop_f05_aci_mb_05_24_2016",5,"12:24:49",NA,NA,516,0,-0.282,0.203,49.8,6.15,2.78,27.92,6,1.42,1,2.84,27.42,27.92,27.39,50.06,50.03,4.071,11.378,9.76,27.27,499.3,1799,1678,87.95,-1.72,12.2,1,-0.22,2.74,1,0,0.16,111115,1
"772",772,"b2_pop_f05_aci_mb_05_24_2016",8,"12:30:22",NA,NA,848.5,0,29.9,0.211,296,6.55,2.85,28.48,6,1.42,1,2.84,27.99,28.48,27.9,599.65,559.3,4.207,11.989,9.75,27.79,499.3,1800,1700,87.94,-56,12.5,1,-0.22,2.74,1,0,0.16,111115,1
"773",773,"b2_pop_f05_aci_mb_05_24_2016",9,"12:32:04",NA,NA,950.5,0,36.4,0.211,425,6.59,2.87,28.62,6,1.42,1,2.84,28.13,28.62,28.06,799.29,749.65,4.24,12.065,9.75,27.74,499.3,1800,1698,87.95,-82.1,12.6,1,-0.22,2.74,1,0,0.16,111115,1
"774",774,"b2_pop_f05_aci_mb_05_24_2016",10,"12:34:01",NA,NA,1067.5,0,41.7,0.211,755,6.54,2.84,28.46,6,1.42,1,2.84,28.17,28.46,28.1,1199.49,1140.4,4.271,12.035,9.8,27.62,499.2,1800,1706,87.94,-141,12.6,1,-0.22,2.74,1,0,0.16,111115,1
"775",775,"b2_pop_f05_aci_mb_05_24_2016",11,"12:35:57",NA,NA,1183,0,43.5,0.21,926,6.5,2.83,28.43,6,1.42,1,2.84,28.17,28.43,28.08,1398.96,1336.28,4.292,12.007,9.85,27.56,499.2,1800,1714,87.95,-173,12.5,1,-0.22,2.74,1,0,0.16,111115,1
"791",791,"b2_pop_f05_aci_mb_06_08_2016",1,"8:10:09",NA,NA,242.5,0,20.2,0.41,241,3.98,0.943,28.49,6,1.42,1,2.84,26.4,28.49,24.96,399.7,334.97,21.988,33.554,56.15,85.68,199.5,1799,0,88.24,2.5,-0.306,1,-0.22,2.74,1,0,0.16,111115,1
"792",792,"b2_pop_f05_aci_mb_06_08_2016",2,"8:11:51",NA,NA,344.5,0,14.5,0.419,188,3.97,0.921,28.47,6,1.42,1,2.84,26.41,28.47,24.96,300.87,254.28,22.249,33.77,56.8,86.22,199.5,1800,0,88.24,2.33,-0.286,1,-0.22,2.74,1,0,0.16,111115,1
"793",793,"b2_pop_f05_aci_mb_06_08_2016",3,"8:13:39",NA,NA,453,0,8.26,0.42,135,3.93,0.911,28.5,6,1.42,1,2.84,26.41,28.5,24.96,200.08,173.2,22.535,33.952,57.51,86.64,199.6,1801,0,88.24,2.14,-0.273,1,-0.22,2.74,1,0,0.16,111115,1
"794",794,"b2_pop_f05_aci_mb_06_08_2016",4,"8:15:27",NA,NA,561,0,2.09,0.416,83.2,3.88,0.907,28.55,6,1.42,1,2.84,26.43,28.55,24.96,101.09,93.73,22.852,34.123,58.26,87,199.5,1799,0,88.24,1.85,-0.268,1,-0.22,2.74,1,0,0.16,111115,1
"795",795,"b2_pop_f05_aci_mb_06_08_2016",5,"8:17:11",NA,NA,664.5,0,-0.986,0.415,56,3.83,0.896,28.54,6,1.42,1,2.84,26.42,28.54,24.96,50.27,52.63,23.125,34.237,58.99,87.34,199.5,1801,0,88.24,1.67,-0.246,1,-0.22,2.74,1,0,0.16,111115,1
"798",798,"b2_pop_f05_aci_mb_06_08_2016",8,"8:23:26",NA,NA,1040,0,30,0.4,362,3.64,0.88,28.59,6,1.42,1,2.84,26.46,28.59,24.95,599.46,503.76,23.964,34.542,60.99,87.91,199.4,1799,0,88.24,3.2,-0.173,0.7,-0.22,2.74,1,0,0.16,111115,1
"799",799,"b2_pop_f05_aci_mb_06_08_2016",9,"8:25:27",NA,NA,1161,0,34.6,0.447,520,7.79,1.72,27.96,6,1.42,1,2.84,26.41,27.96,24.95,799.95,679.9,0.558,23.423,1.43,59.79,199.6,1800,0,88.24,3.2,-0.173,0.3,-0.22,2.74,1,0,0.16,111115,1
"800",800,"b2_pop_f05_aci_mb_06_08_2016",10,"8:27:09",NA,NA,1263,0,36.9,0.408,872,7.47,1.79,27.89,6,1.42,1,2.84,26.42,27.89,24.95,1200.81,1065.96,0.502,22.466,1.28,57.33,199.6,1799,0,88.24,3.2,-0.173,1,-0.22,2.74,1,0,0.16,111115,1
"801",801,"b2_pop_f05_aci_mb_06_08_2016",11,"8:29:02",NA,NA,1376,0,37.7,0.398,1240,7.38,1.81,27.91,6,1.42,1,2.84,26.44,27.91,24.96,1600.34,1454.8,0.591,22.294,1.51,56.82,199.6,1799,0,88.24,3.2,-0.173,1,-0.22,2.74,1,0,0.16,111115,1
"802",802,"b2_pop_f05_aci_mb_06_08_2016",12,"8:30:54",NA,NA,1488,0,38.3,0.395,1610,7.34,1.81,27.95,6,1.42,1,2.84,26.46,27.95,24.95,1999.89,1843.94,0.826,22.401,2.1,57.01,199.6,1800,0,88.24,3.2,-0.173,1,-0.22,2.74,1,0,0.16,111115,1
"804",804,"b2_pop_f05_aci_mb_06_15_2016",1,"8:07:19",NA,NA,171.5,0,12.4,0.288,292,7.33,2.41,27.26,6,1.42,1,2.84,25.86,27.26,24.94,399.67,381.43,5.22,13.907,13.77,36.69,499.3,1800,949,88.28,-0.673,0.0174,1,-0.22,2.74,1,0,0.16,111115,1
"805",805,"b2_pop_f05_aci_mb_06_15_2016",2,"8:08:49",NA,NA,261.5,0,8.63,0.279,222,7.21,2.43,27.35,6,1.42,1,2.84,25.86,27.35,24.94,299.52,286.66,5.266,13.814,13.89,36.44,499.3,1799,955,88.28,-0.0201,0.0162,1,-0.22,2.74,1,0,0.16,111115,1
"806",806,"b2_pop_f05_aci_mb_06_15_2016",3,"8:10:19",NA,NA,351.5,0,4.53,0.267,155,7.04,2.47,27.47,6,1.42,1,2.84,25.87,27.47,24.94,199.26,192.19,5.311,13.653,14,35.98,499.3,1799,962,88.28,0.439,0.0334,1,-0.22,2.74,1,0,0.16,111115,1
"807",807,"b2_pop_f05_aci_mb_06_15_2016",4,"8:11:49",NA,NA,442,0,0.258,0.254,93.6,6.85,2.52,27.61,6,1.42,1,2.84,25.89,27.61,24.94,100.92,99.79,5.352,13.474,14.09,35.47,499.3,1799,969,88.28,0.76,0.0424,1,-0.22,2.74,1,0,0.16,111115,1
"808",808,"b2_pop_f05_aci_mb_06_15_2016",5,"8:13:19",NA,NA,531.5,0,-1.78,0.248,61.5,6.77,2.55,27.71,6,1.42,1,2.84,25.92,27.71,24.94,50.13,51.84,5.387,13.411,14.16,35.26,499.3,1799,975,88.28,0.772,0.0425,1,-0.22,2.74,1,0,0.16,111115,1
"811",811,"b2_pop_f05_aci_mb_06_15_2016",8,"8:18:38",NA,NA,850.5,0,18.8,0.25,420,6.82,2.55,27.78,6,1.42,1,2.84,25.98,27.78,24.94,600.06,572.75,5.49,13.575,14.38,35.56,499.3,1799,1000,88.28,-1.99,0.0545,1,-0.22,2.74,1,0,0.16,111115,1
"812",812,"b2_pop_f05_aci_mb_06_15_2016",9,"8:20:23",NA,NA,955.5,0,23.9,0.255,574,6.9,2.53,27.75,6,1.42,1,2.84,25.98,27.75,24.94,801.27,766.24,5.524,13.706,14.47,35.9,499.3,1799,1008,88.28,-3.95,0.0603,1,-0.22,2.74,1,0,0.16,111115,1
"813",813,"b2_pop_f05_aci_mb_06_15_2016",10,"8:22:48",NA,NA,1100.5,0,29.5,0.261,913,6.99,2.51,27.73,6,1.42,1,2.84,26,27.73,24.94,1200.83,1155.73,5.556,13.839,14.54,36.21,499.3,1799,1021,88.29,-8.2,0.0602,1,-0.22,2.74,1,0,0.16,111115,1
"814",814,"b2_pop_f05_aci_mb_06_15_2016",11,"8:25:36",NA,NA,1269,0,32.9,0.267,1270,7.09,2.5,27.71,6,1.42,1,2.84,26,27.71,24.94,1599.84,1547.16,5.589,13.991,14.62,36.6,499.3,1799,1033,88.28,-13.2,0.0574,1,-0.22,2.74,1,0,0.16,111115,1
"815",815,"b2_pop_f05_aci_mb_06_15_2016",12,"8:29:06",NA,NA,1479,0,35.7,0.265,1620,7.18,2.54,27.97,6,1.42,1,2.84,26.11,27.97,24.94,1999.55,1939.86,5.644,14.15,14.67,36.79,499.3,1799,1047,88.28,-18.5,0.0687,0.7,-0.22,2.74,1,0,0.16,111115,1
"817",817,"b2_pop_f05_aci_mb_06_30_2016",1,"9:20:16",NA,NA,599,0,10.3,0.222,297,3.71,1.55,25.22,6,1.42,1,2.84,25.08,25.22,24.98,399.71,385.68,14.52,18.883,40.22,52.31,500.1,1799,0,88.49,2.07,-0.157,1,-0.22,2.74,1,0,0.16,111115,1
"818",818,"b2_pop_f05_aci_mb_06_30_2016",2,"9:21:45",NA,NA,688,0,7.34,0.225,227,3.72,1.53,25.19,6,1.42,1,2.84,25.05,25.19,24.98,300.41,290.31,14.657,19.031,40.66,52.79,500,1800,0,88.49,2.06,-0.154,1,-0.22,2.74,1,0,0.16,111115,1
"819",819,"b2_pop_f05_aci_mb_06_30_2016",3,"9:23:14",NA,NA,777,0,4.17,0.228,159,3.73,1.52,25.2,6,1.42,1,2.84,25.06,25.2,24.98,200.8,194.93,14.823,19.208,41.1,53.26,500,1800,0,88.49,1.87,-0.164,1,-0.22,2.74,1,0,0.16,111115,1
"820",820,"b2_pop_f05_aci_mb_06_30_2016",4,"9:24:43",NA,NA,866.5,0,0.799,0.233,89.7,3.75,1.5,25.18,6,1.42,1,2.84,25.06,25.18,24.98,99.57,98.17,14.988,19.402,41.57,53.81,500,1801,0,88.49,1.59,-0.163,1,-0.22,2.74,1,0,0.16,111115,1
"821",821,"b2_pop_f05_aci_mb_06_30_2016",5,"9:26:12",NA,NA,955,0,-0.798,0.238,55.9,3.79,1.48,25.21,6,1.42,1,2.84,25.07,25.21,24.98,50.89,51.62,15.156,19.61,41.99,54.33,500,1800,0,88.5,1.42,-0.167,1,-0.22,2.74,1,0,0.16,111115,1
"824",824,"b2_pop_f05_aci_mb_06_30_2016",8,"9:31:15",NA,NA,1258,0,15.1,0.27,469,4.09,1.43,25.27,6,1.42,1,2.84,25.12,25.27,24.98,600.48,579.53,15.591,20.396,43.08,56.36,500,1799,0,88.5,2.12,-0.173,1,-0.22,2.74,1,0,0.16,111115,1
"825",825,"b2_pop_f05_aci_mb_06_30_2016",9,"9:32:52",NA,NA,1355.5,0,17.6,0.28,648,4.19,1.42,25.32,6,1.42,1,2.84,25.14,25.32,24.98,800.39,775.34,15.69,20.617,43.29,56.89,500,1800,0,88.5,2.15,-0.169,1,-0.22,2.74,1,0,0.16,111115,1
"826",826,"b2_pop_f05_aci_mb_06_30_2016",10,"9:34:34",NA,NA,1457.5,0,19.9,0.288,1020,4.28,1.41,25.35,6,1.42,1,2.84,25.16,25.35,24.98,1200.38,1170.51,15.757,20.788,43.43,57.3,500,1800,0,88.5,1.88,-0.167,1,-0.22,2.74,1,0,0.16,111115,1
"827",827,"b2_pop_f05_aci_mb_06_30_2016",11,"9:36:19",NA,NA,1562.5,0,21.1,0.295,1400,4.34,1.4,25.34,6,1.42,1,2.84,25.17,25.34,24.98,1600.42,1566.94,15.806,20.903,43.56,57.61,500,1799,0,88.49,1.58,-0.169,1,-0.22,2.74,1,0,0.16,111115,1
"828",828,"b2_pop_f05_aci_mb_06_30_2016",12,"9:38:18",NA,NA,1681.5,0,22.4,0.303,1790,4.42,1.39,25.36,6,1.42,1,2.84,25.18,25.36,24.98,2001.74,1964.43,15.845,21.039,43.64,57.94,500,1799,0,88.49,1.06,-0.167,1,-0.22,2.74,1,0,0.16,111115,1
"830",830,"b2_pop_f05_aci_mb_07_05_2016",1,"9:53:26",NA,NA,172.5,0,18.3,0.478,295,6.95,1.45,28.29,6,1.42,1,2.84,26.24,28.29,25,399.85,374.67,19.119,27.241,49.43,70.43,499.3,1800,143,88.48,4.04,-0.419,1,-0.22,2.74,1,0,0.16,111115,1
"831",831,"b2_pop_f05_aci_mb_07_05_2016",2,"9:55:02",NA,NA,268.5,0,14.4,0.462,217,6.72,1.44,28.32,6,1.42,1,2.84,26.22,28.32,25,300.04,280.47,19.534,27.392,50.55,70.89,499.3,1800,145,88.48,3.63,-0.428,1,-0.22,2.74,1,0,0.16,111115,1
"832",832,"b2_pop_f05_aci_mb_07_05_2016",3,"9:56:50",NA,NA,376.5,0,8.47,0.44,149,6.47,1.45,28.36,6,1.42,1,2.84,26.21,28.36,25.01,200.45,188.8,19.846,27.407,51.4,70.98,499.3,1800,144,88.48,3.38,-0.44,1,-0.22,2.74,1,0,0.16,111115,1
"833",833,"b2_pop_f05_aci_mb_07_05_2016",4,"9:58:23",NA,NA,469.5,0,2.17,0.425,84.9,6.35,1.47,28.4,6,1.42,1,2.84,26.21,28.4,25.01,99.86,96.52,19.93,27.353,51.62,70.85,499.3,1800,144,88.48,2.82,-0.44,1,-0.22,2.74,1,0,0.16,111115,1
"834",834,"b2_pop_f05_aci_mb_07_05_2016",5,"9:59:50",NA,NA,556.5,0,-1.18,0.416,54.6,6.25,1.47,28.43,6,1.42,1,2.84,26.21,28.43,25.01,49.86,50.91,20.031,27.339,51.88,70.81,499.3,1800,141,88.48,2.47,-0.444,1,-0.22,2.74,1,0,0.16,111115,1
"837",837,"b2_pop_f05_aci_mb_07_05_2016",8,"10:05:26",NA,NA,892.5,0,26,0.396,433,6.05,1.48,28.57,6,1.42,1,2.84,26.28,28.57,25.01,599.99,564.61,20.517,27.58,52.9,71.12,499.3,1799,141,88.48,4.25,-0.442,1,-0.22,2.74,1,0,0.16,111115,1
