Site,Plot,USDA_Species,Tree_Plant_Number,Leaf_Number,Canopy_Position,Leaf_Age,Sample_Name,Rep,Date,LiCor,Area_Corrected,Absorption_Corrected,QC,Obs,HHMMSS,Tleaf,Photo,Ci,CO2S,VpdA,RH_S,Tair,PARi,Press,Cond,BLCond,Trmmol,Ebal,FCnt,FTime,DCnt,Fo,Fm,Fo_Prime,Fm_Prime,Fs,Fv_over_Fm,Fv_Prime_over_Fm_Prime,PhiPS2,Adark,RedAbs,BlueAbs,Perc_Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn_at_Fs,PS2_over_1,ETR,VpdL,CTleaf,Area,BLC_1,StmRat,TBlk,CO2R,H2OR,H2OS,RH_R,Flow,PARo,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R_W_m2,Tl_minus_Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,CndCO2,Ci_Pa,Ci_over_Ca,RHsfc,C2sfc,Ahs_over_Cs,Fv,PARabs,Fv_Prime,qP_Fo,qN_Fo
Kingsburg,Peach1,Peach,1,1,Top,na,Kingsburg_Peach1_Peach_L1T_GE,3,20140613,PSC0570,Yes,Yes,,11,13:44:07,32.20579147,15.59202344,204.2713916,389.3253479,3.427473241,30.60591125,33.6387825,2000.902954,100.2808685,0.149388287,9.289719582,4.890047503,0,11,7399.000004,11,0,0,466.3911133,830.866272,649.8760986,-9999,0.438668858,0.217833097,-1,0.945015789,0.954679382,9.974137306,0.945979649,0.0087658,0.496577528,1.781479639,-1,2000.902954,0.5,206.1587107,3.228370457,32.20579147,2,4.644859791,1,34.50457382,401.0208435,12.76464367,15.98126698,24.44571877,299.1894226,3.020431995,3.078707218,-0.073009357,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.495947113,0.004890048,305.3557915,306.7887825,320.1444655,0.4868201,4.830985789,48.17455074,32.19328377,32.92228699,5.030088573,0.147023989,1.602615333,0.092099525,20.48451256,0.524680432,32.05165896,387.0594849,0.012911458,0,1892.813474,364.4751587,0.217833097,-9999
Kingsburg,Peach1,Peach,1,1,Top,na,Kingsburg_Peach1_Peach_L1T_GE,3,20140613,PSC0570,Yes,Yes,,12,13:47:12,32.42006683,8.705925442,138.9440812,243.2924194,3.466865263,30.50943184,33.71389771,1998.774536,100.2787704,0.150208922,9.289719582,5.005168685,0,12,7583.500003,12,0,0,471.4343262,828.0132446,656.2142944,-9999,0.430643979,0.207483336,-1,0.945015789,0.954679382,9.929920197,0.945975376,0.005133261,0.481797833,1.756370291,-1,1998.774536,0.5,196.1538633,3.285510475,32.42006683,2,4.644859791,1,34.50646591,249.9208984,12.70856476,15.99827194,24.23581123,299.4244995,3.150116444,2.954515934,-0.076129779,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.497122498,0.005005169,305.5700668,306.8638977,319.8039186,0.458431319,4.889797514,48.76204098,32.76376904,33.06698227,5.071152303,0.147818785,1.60428704,0.092598547,13.93314162,0.571099097,31.665328,242.0272575,0.011390287,0,1890.791493,356.5789185,0.207483336,-9999
Kingsburg,Peach1,Peach,1,1,Top,na,Kingsburg_Peach1_Peach_L1T_GE,3,20140613,PSC0570,Yes,Yes,,13,13:49:19,32.55677032,0.858683666,84.59308187,99.10266113,3.493218745,30.39469719,33.7292366,2000.543213,100.2778091,0.146894019,9.289719582,4.960678317,0,13,7711.000004,13,0,0,470.4414063,799.3944092,663.8607178,-9999,0.411502757,0.169545458,-1,0.945015789,0.954679382,9.951979637,0.945977508,0.000982148,0.412015365,1.699243303,-1,2000.543213,0.5,160.4297519,3.328018381,32.55677032,2,4.644859791,1,34.50629807,100.0047302,12.69080925,15.95193005,24.18098068,299.378418,3.140806437,2.782091618,-0.077498302,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.49689209,0.004960678,305.7067703,306.8792366,320.0869069,0.461404973,4.927642978,49.1399146,33.18798455,33.14300346,5.092843341,0.144607409,1.599624597,0.090582324,8.482808919,0.853590417,31.27692959,98.97787556,0.002713434,0,1892.468883,328.9530029,0.169545458,-9999
Kingsburg,Peach1,Peach,1,1,Top,na,Kingsburg_Peach1_Peach_L1T_GE,3,20140613,PSC0570,Yes,Yes,,14,13:51:20,32.69034195,-1.603765718,64.25500945,49.87281418,3.516817378,30.35955048,33.77780914,1998.013184,100.2782135,0.148291499,9.289719582,5.060399689,0,14,7831.500004,14,0,0,468.7446289,782.4215088,669.1089478,-9999,0.400905236,0.144822912,-1,0.945015789,0.954679382,9.929920197,0.945975376,-0.000319441,0.361239761,1.669185011,-1,1998.013184,0.5,136.8628124,3.362749681,32.69034195,2,4.644859791,1,34.50451279,48.97014236,12.65059471,15.97672749,24.039114,299.4198608,3.414977312,2.703299046,-0.080493793,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.497099304,0.0050604,305.8403419,306.9278091,319.6821022,0.438103178,4.964867371,49.51092763,33.53420014,33.23407555,5.118935068,0.14596152,1.60211769,0.091432462,6.443377556,1.288377456,31.07647184,50.10587651,-0.009946813,0,1890.071272,313.6768799,0.144822912,-9999
Kingsburg,Peach1,Peach,1,1,Top,na,Kingsburg_Peach1_Peach_L1T_GE,3,20140613,PSC0570,Yes,Yes,,15,13:54:29,32.51344681,16.00870672,198.5024264,388.0925903,3.454723459,30.82914162,33.54828262,2000.553223,100.2787323,0.149563575,9.289719582,5.021069671,0,15,8017.500004,15,0,0,469.2380371,833.3045654,644.3556519,-9999,0.436894916,0.226746524,-1,0.945015789,0.954679382,9.929920197,0.945975376,0.008987551,0.518995565,1.775867469,-1,2000.553223,0.5,214.5559604,3.30946999,32.51344681,2,4.644859791,1,34.11459351,400.0886536,12.71636677,16.01687241,24.47635651,299.3873291,3.27586937,3.231161594,-0.075506076,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496936646,0.00502107,305.6634468,306.6982826,320.0885085,0.443968211,4.91562165,49.01958309,33.00271068,33.03086472,5.06087512,0.147193769,1.60615166,0.092206123,19.90557168,0.511482134,31.51415825,385.7661741,0.013077894,0,1892.474087,364.0665283,0.226746524,-9999
Kingsburg,Peach1,Peach,1,1,Top,na,Kingsburg_Peach1_Peach_L1T_GE,3,20140613,PSC0570,Yes,Yes,,16,13:56:56,32.5609436,34.09697182,438.6187248,874.8770752,3.474544014,30.55043221,33.52095413,2000.733643,100.2766113,0.138067184,9.289719582,4.683037836,0,16,8168.500004,16,0,0,498.9594727,1002.128418,702.0037842,-9999,0.502100266,0.2994872,-1,0.945015789,0.954679382,9.929920197,0.945975376,0.018543877,0.596468913,2.008436502,-1,2000.733643,0.5,283.4114397,3.339603613,32.5609436,2,4.644859791,1,34.11656189,900.3964844,12.76875973,15.8481493,24.61429977,299.333374,3.16858077,3.66493845,-0.064975604,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.49666687,0.004683038,305.7109436,306.6709541,320.1173757,0.499768838,4.928802321,49.15206303,33.30391374,33.04094887,5.063742721,0.13604523,1.589198708,0.085207646,43.98319939,0.501348975,30.99263423,869.9220374,0.012147697,0,1892.64476,503.1689453,0.2994872,-9999
Kingsburg,Peach1,Peach,1,1,Top,na,Kingsburg_Peach1_Peach_L1T_GE,3,20140613,PSC0570,Yes,Yes,,17,13:59:15,32.82453918,38.42982915,593.2572323,1170.692627,3.547724418,29.87306404,33.52692413,2000.632446,100.280983,0.11786088,9.289719582,4.136971674,0,17,8308.000004,17,0,0,497.1289063,998.1865234,696.4143677,-9999,0.501967924,0.302320407,-1,0.945015789,0.954679382,9.929920197,0.945975376,0.020834244,0.602270369,2.007902801,-1,2000.632446,0.5,286.0780963,3.448030255,32.82453918,2,4.644859791,1,34.11536026,1199.614136,12.77917671,15.50126457,24.62722588,299.2440796,3.451000214,4.045797825,-0.055024013,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496220398,0.004136972,305.9745392,306.6769241,320.1011843,0.582902475,5.002512303,49.8849548,34.38369023,33.17573166,5.102206466,0.116384285,1.554482049,0.072871415,59.49241841,0.506757469,29.63717231,1165.10793,0.009775502,0,1892.549031,501.0576172,0.302320407,-9999
Kingsburg,Peach1,Peach,1,1,Top,na,Kingsburg_Peach1_Peach_L1T_GE,3,20140613,PSC0570,Yes,Yes,,18,14:01:16,33.03495026,40.71412954,733.7845003,1468.790527,3.614302789,29.14518738,33.5015564,1999.791138,100.2812347,0.098010403,9.289719582,3.547369068,0,18,8429.000004,18,0,0,493.2072754,978.1065674,687.7590332,-9999,0.495753027,0.296846524,-1,0.945015789,0.954679382,10.00892353,0.945983011,0.022050336,0.598779043,1.983155189,-1,1999.791138,0.5,280.7824425,3.547582722,33.03495026,2,4.644859791,1,34.11516953,1499.474487,12.76772404,15.10206795,24.6401825,299.338623,3.590364456,4.356955051,-0.039039478,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496693115,0.003547369,306.1849503,306.6515564,319.9665749,0.674242145,5.062036743,50.47840462,35.37633667,33.26825333,5.128756809,0.096987148,1.514454021,0.060708077,73.58481572,0.499584173,28.29844392,1462.873871,0.007875911,0,1891.768441,484.899292,0.296846524,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,1,20140613,PSC0570,Yes,Yes,,19,14:38:06,29.85417175,17.74146309,202.5260291,388.0795898,2.184424426,47.78845978,27.36983681,2000.033447,100.2597046,0.166063952,9.289719582,4.154377758,0,19,10638.5,19,0,0,471.8552246,902.6812134,658.1222534,-9999,0.477273685,0.270925058,-1,0.939974892,0.955704857,10.00892353,0.941549292,0.009952293,0.567651364,1.913046982,-1,2000.033447,0.5,255.0935624,2.476960866,29.85417175,2,4.644859791,1,26.11449242,401.0083313,14.70720291,17.43404579,40.31391144,299.3901978,3.744924307,3.206198215,-0.062445506,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496950989,0.004154378,303.0041718,300.5198368,320.0053444,0.428261761,4.224893147,42.13949327,24.70544748,28.61200428,3.932356706,0.163147511,1.747932281,0.102225268,20.30519985,0.521867252,40.63351907,385.5013661,0.018700273,0,1883.130076,430.8259888,0.270925058,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,1,20140613,PSC0570,Yes,Yes,,20,14:40:41,29.83793449,10.35841544,139.9189622,242.2254181,2.175308996,47.9936409,27.39138603,1999.171997,100.2593994,0.178098692,9.289719582,4.425381552,0,20,10793,20,0,0,470.956543,881.1361694,662.0177002,-9999,0.465512188,0.248677193,-1,0.939974892,0.955704857,10.00892353,0.941549292,0.006034267,0.53420125,1.870950054,-1,1999.171997,0.5,234.0448999,2.463296284,29.83793449,2,4.644859791,1,26.1157856,249.859436,14.62728786,17.53106308,40.04416656,299.4584351,4.093641281,3.039419651,-0.072224483,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.497292175,0.004425382,302.9879345,300.541386,319.8675124,0.381831324,4.22095014,42.10029348,24.5692304,28.61466026,3.932962851,0.174748485,1.757653855,0.109513937,14.02819112,0.57763947,40.97923031,240.7201131,0.017633753,0,1882.318978,410.1796265,0.248677193,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,1,20140613,PSC0570,Yes,Yes,,21,14:43:14,29.78894234,1.884263808,78.72331277,98.34159088,2.174836235,47.85565186,27.39677238,1998.964478,100.2598877,0.191118924,9.289719582,4.727761302,0,21,10945,21,0,0,474.3012695,832.5585938,652.1716919,-9999,0.430308842,0.216665714,-1,0.939974892,0.955704857,10.00892353,0.941549292,0.001532452,0.503512112,1.755337055,-1,1998.964478,0.5,203.8958252,2.455919265,29.78894234,2,4.644859791,1,26.11773109,99.91194153,14.38102055,17.4860878,39.35774994,299.1942444,4.052438259,2.669256687,-0.064747676,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.495971222,0.004727761,302.9389423,300.5467724,319.8343093,0.331115214,4.209072464,41.98161957,24.49553177,28.59285736,3.927989434,0.187266265,1.753153199,0.117381561,7.892790497,0.800508839,41.07594039,98.06776602,0.007892288,0,1882.123589,358.2573242,0.216665714,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,1,20140613,PSC0570,Yes,Yes,,22,14:45:40,29.79675102,-1.145548986,56.54707094,49.51243591,2.185541469,47.60388565,27.44679451,1998.129761,100.2593613,0.203508942,9.289719582,5.03993778,0,22,11091,22,0,0,471.7260742,800.0582275,648.1431274,-9999,0.410385322,0.189880055,-1,0.939974892,0.955704857,10.00892353,0.941549292,-7.74E-05,0.462687247,1.696022907,-1,1998.129761,0.5,178.6142491,2.461918662,29.79675102,2,4.644859791,1,26.11686707,48.91379929,14.13669205,17.44520378,38.57573318,299.3500061,3.973412991,2.515032291,-0.068201885,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496750031,0.005039938,302.946751,300.5967945,319.7007546,0.277634453,4.21096365,42.00070295,24.55549917,28.62177277,3.934586458,0.199146265,1.749044988,0.124851158,5.669373214,1.142078144,41.03624684,49.67890931,-0.009462573,0,1881.337662,328.3321533,0.189880055,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,1,20140613,PSC0570,Yes,Yes,,23,14:48:06,29.67934418,19.87312424,221.1475018,385.6164856,2.193537877,47.02599335,27.45837975,1998.106689,100.2588577,0.212920601,9.289719582,5.248766396,0,23,11239,23,0,0,476.9572754,944.7490845,668.2069702,-9999,0.495149259,0.292714879,-1,0.939974892,0.955704857,10.00892353,0.941549292,0.01109496,0.591164935,1.980783465,-1,1998.106689,0.5,275.344584,2.453622518,29.67934418,2,4.644859791,1,26.11553192,400.2487793,13.79831219,17.24520302,37.62665939,299.2987366,3.991281509,3.367693424,-0.063166484,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496493683,0.005248766,302.8293442,300.6083797,319.6970632,0.247050792,4.182606874,41.71807827,24.47287525,28.56886196,3.922522233,0.208149803,1.728984356,0.130514003,22.17199592,0.573490787,40.90982637,382.7284848,0.021242371,0,1881.315939,467.7918091,0.292714879,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,2,20140613,PSC0570,Yes,Yes,,24,14:59:34,32.61416626,20.16384555,215.2524246,385.7398682,3.304670632,34.16636658,33.77006912,2000.80542,100.2560806,0.212286767,9.289719582,6.729491852,0,24,11925.5,24,0,0,487.5380859,1062.598022,715.633606,-9999,0.541182954,0.326524621,-1,0.939974892,0.955704857,10.00892353,0.941549292,0.011234317,0.603353485,2.179517976,-1,2000.80542,0.5,307.5628344,3.141379194,32.61416626,2,4.644859791,1,34.11256027,400.9490051,13.56012058,17.97625923,25.77288437,299.2895508,4.403909683,3.618212223,-0.115780696,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496447754,0.006729492,305.7641663,306.9200691,320.12886,0.15007377,4.943608489,49.30981201,31.33355278,33.19211769,5.106899927,0.207544014,1.802229295,0.130132938,21.58036443,0.558024831,35.71257937,382.8096192,0.018810994,0,1883.856927,575.0599365,0.326524621,-9999
Kingsburg,Peach1,Peach,2,2,Top,na,Kingsburg_Peach1_Peach_L2T_GE,2,20140613,PSC0570,Yes,Yes,,25,15:01:32,32.61056137,10.80677606,147.2983151,241.5265808,3.267172083,34.60037994,33.43082428,1998.671631,100.2528687,0.209465208,9.289719582,6.663831968,0,25,12045,25,0,0,492.1833496,965.7531128,677.8204346,-9999,0.490363176,0.298143153,-1,0.939974892,0.955704857,9.98680687,0.941545813,0.006274056,0.608004777,1.962181601,-1,1998.671631,0.5,280.5289907,3.151792497,32.61056137,2,4.644859791,1,33.52197647,249.8217926,13.49042225,17.86294937,26.13083076,299.3598938,3.913188934,3.465624332,-0.107930049,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.496799469,0.006663832,305.7605614,306.5808243,319.7874538,0.143617724,4.942604414,49.30137641,31.43842704,33.02069283,5.057984,0.20484632,1.790811917,0.128436068,14.76707863,0.609863786,35.47127324,239.9561192,0.015975009,0,1881.840906,473.5697632,0.298143153,-9999
