ID,Year,Fertilisation,Season,Site,Plot,Tree,Branch,Rep,Family,Genus,Species,Vcmax,Jmax,Rd,Vcmax_TPU,Jmax_TPU,TPU,CCI,SLA,C,N,P,K,Ca,Mg,Mn,S,Na,V,Sr,As,Cd,Cr,Cu,Fe,Pb,Zn,Mo,CII,Height,Remark_Height/CII
(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(/),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(µmol m-2 s-1),(/),(cm² g-1),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(%),(/),(m),(/)
2015_wet_PAR-T2_108T3,2015,NP,wet,PAR,T2,108,T,3,Fabaceae,Eperua,grandiflora,NA,NA,NA,NA,NA,NA,36.55203399,59.43005181,50.7375412,1.095294714,0.051960784,0.394691176,0.152078431,0.139973039,0.004835784,< 0,,,,,,,,,,,,,,
2015_dry_PAR-S4_145T1,2015,C,dry,PAR,S4,145,T,1,Fabaceae,Eperua,grandiflora,25.347,81.343,1.466,NA,NA,NA,72.5,43.77319588,50.16576767,1.080041528,0.047642436,0.3625,0.364093811,0.152608055,0.017028487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29,
2015_dry_PAR-T1_51D1,2015,N,dry,PAR,T1,51,D,1,Fabaceae,Eperua,grandiflora,36.5,98.26,0.746,35.744,102.914,5.648,69.6,57.94678899,50.07914734,1.167900443,0.042857143,0.460290698,0.218053156,0.086783223,0.004278239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,29,
2015_dry_PAR-T1_51D2,2015,N,dry,PAR,T1,51,D,2,Fabaceae,Eperua,grandiflora,29.992,67.463,0.746,29.757,67.766,4.35,62.5,66.44444444,49.06919861,1.199935555,0.045464602,0.569236726,0.357219027,0.153547566,0.006199115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,29,
2015_dry_PAR-T1_51D3,2015,N,dry,PAR,T1,51,D,3,Fabaceae,Eperua,grandiflora,32.244,106.798,0.746,31.481,107.493,5.881,59.9,57.42567568,49.73473358,1.199982047,0.051329873,0.352813818,0.345058385,0.106038761,0.006935615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,29,
2015_dry_PAR-T1_51T1,2015,N,dry,PAR,T1,51,T,1,Fabaceae,Eperua,grandiflora,31.725,78.645,1.168,NA,NA,NA,35.5,49.39952719,50.3595047,0.993302286,0.042871386,0.334072782,0.238015952,0.125770189,0.005638086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,31,
2015_dry_PAR-T2_108T1,2015,NP,dry,PAR,T2,108,T,1,Fabaceae,Eperua,grandiflora,32.33,82.103,0.851,32.297,82.132,6.724,44,62.79022403,48.6868604,1.067009409,0.047622924,0.485338652,0.213648649,0.162452784,0.006686747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,
2015_dry_PAR-T2_108T2,2015,NP,dry,PAR,T2,108,T,2,Fabaceae,Eperua,grandiflora,24.624,78.366,0.851,NA,NA,NA,33.7,60.97282609,49.12871933,1.084713936,0.050650936,0.488293328,0.228118389,0.156129984,0.008534378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,
2015_dry_PAR-T2_108T3,2015,NP,dry,PAR,T2,108,T,3,Fabaceae,Eperua,grandiflora,22.927,72.587,0.851,NA,NA,NA,43.1,57.07224335,48.60269928,1.042877436,0.044709389,0.439269747,0.277768256,0.184588301,0.0098193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,
2015_dry_PAR-T2_60T1,2015,NP,dry,PAR,T2,60,T,1,Fabaceae,Eperua,grandiflora,23.86,62.318,0.239,NA,NA,NA,47.5,86.81128405,48.73687744,1.237118483,0.051655629,0.308021523,0.646296358,0.167679636,0.038672185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,
2015_dry_PAR-T2_60T2,2015,NP,dry,PAR,T2,60,T,2,Fabaceae,Eperua,grandiflora,28.689,76.249,0.239,NA,NA,NA,50.9,86.66983373,48.57932281,1.272712827,0.053933398,0.329500483,0.640113417,0.164149373,0.039317085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,
2015_dry_PAR-T2_84T1,2015,NP,dry,PAR,T2,84,T,1,Fabaceae,Eperua,grandiflora,16.987,67.133,0.557,NA,NA,NA,37.4,52.42378049,49.00324631,0.844023645,0.037971175,0.179018847,0.735149667,0.175579268,0.020521064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,
2016_wet_PAR-S4_145T1,2016,C,wet,PAR,S4,145,T,1,Fabaceae,Eperua,grandiflora,108.171,20.512,1.58,NA,NA,NA,83.2,,48.50296021,1.150416732,0.041377602,0.282160555,0.64435332,0.333364718,0.018887512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29,
2019_wet_PAR-S2_38T2,2019,NP,wet,PAR,S2,38,T,2,Anacardiaceae,Thyrsodium,guianense,12.977,43.229,1.52,NA,NA,NA,78.06666667,102.3479853,43.00948334,0.953320742,0.0509375,0.265973955,0.212696988,0.331107649,0.014488538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,
2019_wet_PAR-S2_38D1,2019,NP,wet,PAR,S2,38,D,1,Anacardiaceae,Thyrsodium,guianense,9.14,27.969,1.667,NA,NA,NA,77.46666667,83.90366972,51.54685974,0.875364542,0.036476868,0.157701456,0.248007259,0.421709805,0.015629901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,
2019_wet_PAR-S2_38D2,2019,NP,wet,PAR,S2,38,D,2,Anacardiaceae,Thyrsodium,guianense,86.594,18.195,1.667,86.594,22.49,0.353,64.3,102.2724252,51.57503128,0.90851438,0.041857274,0.180041479,0.113068643,0.303912454,0.009023161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,
2019_wet_PAR-S2_38T1,2019,NP,wet,PAR,S2,38,T,1,Anacardiaceae,Thyrsodium,guianense,13.495,40.907,1.52,NA,NA,NA,97,92.32908459,50.90370941,1.140357018,0.047769074,0.257530715,0.240628917,0.371316411,0.013760121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,
2019_wet_NOU-B3_39D2,2019,P,wet,NOU,B3,39,D,2,Moraceae,Brosimum,guianense,7.807,25.692,0.567,NA,NA,NA,108.8666667,117.7201835,43.60321808,1.07629478,0.045419255,0.531952194,1.46987026,0.189402422,0.029444088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_NOU-B3_39D1,2019,P,wet,NOU,B3,39,D,1,Moraceae,Brosimum,guianense,20.163,54.115,0.567,NA,NA,NA,83.03333333,112.0829268,44.87604904,1.191208005,0.045419255,0.531952194,1.46987026,0.189402422,0.029444088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_NOU-B3_39T3,2019,P,wet,NOU,B3,39,T,3,Moraceae,Brosimum,guianense,26.184,70.26,0.845,NA,NA,NA,78.8,94.62453532,43.57098007,1.265309453,0.045419255,0.531952194,1.46987026,0.189402422,0.029444088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_NOU-B3_39T2,2019,P,wet,NOU,B3,39,T,2,Moraceae,Brosimum,guianense,22.684,62.686,0.845,NA,NA,NA,80.73333333,95.61278195,44.755867,1.13702774,0.045419255,0.531952194,1.46987026,0.189402422,0.029444088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_NOU-B3_39T1,2019,P,wet,NOU,B3,39,T,1,Moraceae,Brosimum,guianense,21.645,74.23,0.845,NA,NA,NA,73.86666667,90.10736196,44.44831848,1.06287694,0.045419255,0.531952194,1.46987026,0.189402422,0.029444088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_NOU-B3_39D3,2019,P,wet,NOU,B3,39,D,3,Moraceae,Brosimum,guianense,19.213,44.073,0.567,NA,NA,NA,98.86666667,119.0988372,45.12081146,0.933817863,0.045419255,0.531952194,1.46987026,0.189402422,0.029444088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2015_wet_NOU-B3_39D1,2015,P,wet,NOU,B3,39,D,1,Moraceae,Brosimum,guianense,12.72,25.542,0.668,NA,NA,NA,18.85912411,154.6544503,45.48034286,1.63615036,0.087570621,1.461370056,0.571180791,0.124985876,0.008805085,< 0,,,,,,,,,,,,,,
2015_wet_NOU-B3_39D2,2015,P,wet,NOU,B3,39,D,2,Moraceae,Brosimum,guianense,15.302,24.91,0.668,NA,NA,NA,26.46801001,161.2133333,45.48034286,1.63615036,0.087570621,1.461370056,0.571180791,0.124985876,0.008805085,< 0,,,,,,,,,,,,,,
2015_wet_NOU-B3_39D3,2015,P,wet,NOU,B3,39,D,3,Moraceae,Brosimum,guianense,14.82,24.865,0.668,NA,NA,NA,22.40214771,146.4032258,45.48034286,1.63615036,0.087570621,1.461370056,0.571180791,0.124985876,0.008805085,< 0,,,,,,,,,,,,,,
2015_wet_NOU-B3_39T1,2015,P,wet,NOU,B3,39,T,1,Moraceae,Brosimum,guianense,23.292,48.071,1.225,NA,NA,NA,21.6905533,133.2027972,45.25487137,1.538077354,0.080954724,1.237758366,0.653292323,0.13613435,0.010954724,< 0,,,,,,,,,,,,,,
2015_wet_NOU-B3_39T2,2015,P,wet,NOU,B3,39,T,2,Moraceae,Brosimum,guianense,13.295,27.143,1.225,NA,NA,NA,24.28495042,164.1042945,45.25487137,1.538077354,0.080954724,1.237758366,0.653292323,0.13613435,0.010954724,< 0,,,,,,,,,,,,,,
2015_wet_NOU-B3_39T3,2015,P,wet,NOU,B3,39,T,3,Moraceae,Brosimum,guianense,27.468,39.798,1.225,NA,NA,NA,18.65728776,145.3288288,45.25487137,1.538077354,0.080954724,1.237758366,0.653292323,0.13613435,0.010954724,< 0,,,,,,,,,,,,,,
2015_dry_PAR-S2_38D1,2015,NP,dry,PAR,S2,38,D,1,Anacardiaceae,Thyrsodium,guianense,26.171,55.179,0.83,25.43,56.125,3.623,24.2,98.49603803,47.45544052,0.923395932,0.054273084,0.610289784,0.060557466,0.192170923,0.00492387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,
2015_dry_PAR-S2_38D2,2015,NP,dry,PAR,S2,38,D,2,Anacardiaceae,Thyrsodium,guianense,28.326,60.188,0.83,28.223,62.914,3.755,63.9,88.95255474,47.28723907,1.015609145,0.040169661,0.213098802,0.211998503,0.36742016,0.016803892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,
2015_dry_PAR-S2_38T1,2015,NP,dry,PAR,S2,38,T,1,Anacardiaceae,Thyrsodium,guianense,23.272,52.324,0.982,NA,NA,NA,25.6,104.3369272,47.52114105,1.028175354,0.056491576,0.901164519,0.054606046,0.206496531,0.003971754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,
2015_dry_PAR-S2_38T2,2015,NP,dry,PAR,S2,38,T,2,Anacardiaceae,Thyrsodium,guianense,27.246,61.586,0.982,NA,NA,NA,29.5,110.4987013,46.98171997,0.981656313,0.051292744,0.863563386,0.069367181,0.281741034,0.005739158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,
2015_dry_PAR-S2_38T3,2015,NP,dry,PAR,S2,38,T,3,Anacardiaceae,Thyrsodium,guianense,20.544,44.352,0.982,20.414,44.851,3.552,27.2,109.1113537,47.46645355,1.018412709,0.066161088,1.041605649,0.057371862,0.237662134,0.004675732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,
2015_dry_NOU-B3_39D1,2015,P,dry,NOU,B3,39,D,1,Moraceae,Brosimum,guianense,21.82,51.158,0.668,21.077,58.879,3.579,53.7,122.2202381,42.92904663,1.326328158,0.048489108,1.420224877,1.258845748,0.216777934,0.019959592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,
2015_dry_NOU-B3_39D2,2015,P,dry,NOU,B3,39,D,2,Moraceae,Brosimum,guianense,24.802,58.685,0.668,24.214,67.502,3.915,38.6,129.9562842,43.13100433,1.267226934,0.048489108,1.420224877,1.258845748,0.216777934,0.019959592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,
2015_dry_NOU-B3_39D3,2015,P,dry,NOU,B3,39,D,3,Moraceae,Brosimum,guianense,26.3,42.404,0.668,27.083,42.892,3.046,59.5,126.9787234,43.13933945,1.454442978,0.048489108,1.420224877,1.258845748,0.216777934,0.019959592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,
2015_dry_NOU-B3_39T1,2015,P,dry,NOU,B3,39,T,1,Moraceae,Brosimum,guianense,41.35,88.424,1.225,41.134,89.119,7.089,66.5,104.5367965,42.95914459,1.672242641,0.052845528,1.016646341,1.403182927,0.200390244,0.025654472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2015_dry_NOU-B3_39T2,2015,P,dry,NOU,B3,39,T,2,Moraceae,Brosimum,guianense,31.849,61.388,1.225,31.734,65.435,5.034,60.3,115.0333333,42.93607712,1.354268193,0.052845528,1.016646341,1.403182927,0.200390244,0.025654472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2015_dry_NOU-B3_39T3,2015,P,dry,NOU,B3,39,T,3,Moraceae,Brosimum,guianense,42.268,89.182,1.225,42.542,94.374,6.879,75.9,105.8584475,43.46962357,1.612782955,0.052845528,1.016646341,1.403182927,0.200390244,0.025654472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,
2019_wet_PAR-S1_65T1,2019,N,wet,PAR,S1,65,T,1,Chrysobalanaceae,Couepia,guianensis,9.339,28.53,0.596,NA,NA,NA,47.7,106.7791563,51.12356949,1.287329435,0.039981618,0.194780816,0.084736677,0.155656849,0.002003431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,
2019_wet_PAR-S1_65T2,2019,N,wet,PAR,S1,65,T,2,Chrysobalanaceae,Couepia,guianensis,14.427,33.015,0.596,14.636,35.192,2.752,47.66666667,105.9902597,51.04393768,1.29379034,0.03956907,0.208019837,0.083909739,0.152405104,0.002143123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,
2019_wet_PAR-S1_65D2,2019,N,wet,PAR,S1,65,D,2,Chrysobalanaceae,Couepia,guianensis,6.042,15.502,0.576,NA,NA,NA,42.23333333,106.6592466,49.25524902,1.317575336,0.030991736,0.18472081,0.08331035,0.107827044,0.002337406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,
2019_wet_PAR-S1_65D3,2019,N,wet,PAR,S1,65,D,3,Chrysobalanaceae,Couepia,guianensis,9.517,22.555,0.576,NA,NA,NA,22.93333333,137.2666667,49.28795624,1.169999003,0.036016949,0.321452811,0.044710641,0.103848228,0.001431579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,
2019_wet_PAR-S1_65D1,2019,N,wet,PAR,S1,65,D,1,Chrysobalanaceae,Couepia,guianensis,10.501,20.258,0.576,NA,NA,NA,22.7,128.8469055,52.00532532,0.909029126,0.033913043,0.380942114,0.065908714,0.074040662,0.001193086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,
2019_wet_PAR-S1_65T3,2019,N,wet,PAR,S1,65,T,3,Chrysobalanaceae,Couepia,guianensis,12.044,33.492,0.596,NA,NA,NA,59.46666667,99.97335702,44.18242264,1.240076423,0.04233302,0.195028731,0.087620432,0.130797925,0.002231179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,
2019_wet_PAR-S2_88D3,2019,NP,wet,PAR,S2,88,D,3,Fabaceae,Dicorynia,guianensis,12.452,42.564,1.37,NA,NA,NA,80.33333333,110.9955257,50.55328751,1.884095788,0.079995174,0.321273784,0.313382332,0.163102249,0.009014335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,22,
2019_wet_PAR-S2_88D2,2019,NP,wet,PAR,S2,88,D,2,Fabaceae,Dicorynia,guianensis,24.004,77.801,1.37,NA,NA,NA,76,109.8877996,54.45002747,2.038791895,0.070146434,0.283991932,0.237030081,0.129936562,0.006538562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,22,
2019_wet_PAR-S2_88D1,2019,NP,wet,PAR,S2,88,D,1,Fabaceae,Dicorynia,guianensis,28.713,104.303,1.37,NA,NA,NA,80.33333333,110.4781609,51.387146,1.890499473,0.084243881,0.308753176,0.292965878,0.157816289,0.008284213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,22,
2019_wet_PAR-S2_88T3,2019,NP,wet,PAR,S2,88,T,3,Fabaceae,Dicorynia,guianensis,17.971,49.893,2.041,NA,NA,NA,91.63333333,88.04785894,50.99077606,2.328271389,0.103092784,0.645909322,0.325797909,0.163223427,0.012766642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,31,
2019_wet_PAR-S2_88T2,2019,NP,wet,PAR,S2,88,T,2,Fabaceae,Dicorynia,guianensis,38.015,107.888,2.041,NA,NA,NA,86.8,90.16,51.60844803,2.625618458,0.110354223,0.698469649,0.318862846,0.169670874,0.011202544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,31,
2019_wet_PAR-S2_88T1,2019,NP,wet,PAR,S2,88,T,1,Fabaceae,Dicorynia,guianensis,30.316,89.912,2.041,NA,NA,NA,73.23333333,103.8426573,50.73433304,2.148942232,0.103678254,0.686806116,0.315123917,0.174597524,0.011380756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,31,
2019_wet_PAR-S3_76D3,2019,P,wet,PAR,S3,76,D,3,Fabaceae,Dicorynia,guianensis,6.237,25.815,0.924,NA,NA,NA,58.73333333,81.56410256,49.04545593,1.355761766,0.055373257,0.152448331,0.426128403,0.209172751,0.00695997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,
2019_wet_PAR-S3_76D2,2019,P,wet,PAR,S3,76,D,2,Fabaceae,Dicorynia,guianensis,8.937,33.14,0.924,NA,NA,NA,53.03333333,94.46099291,49.32206345,1.5908674,0.061932287,0.154816713,0.45145736,0.228438908,0.007103377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,
2019_wet_PAR-S3_76D1,2019,P,wet,PAR,S3,76,D,1,Fabaceae,Dicorynia,guianensis,13.445,40.932,0.924,13.368,41.204,3.139,57.33333333,79.83908046,48.90689087,1.348364234,0.04764574,0.140281505,0.378162337,0.181324935,0.006433959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,
2019_wet_PAR-S3_76T3,2019,P,wet,PAR,S3,76,T,3,Fabaceae,Dicorynia,guianensis,29.677,80.209,1.199,29.925,81.229,6.511,63.76666667,89.58681319,49.5164299,1.722674727,0.062360802,0.261549834,0.33423335,0.117666062,0.004284263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,28,
2019_wet_PAR-S3_76T2,2019,P,wet,PAR,S3,76,T,2,Fabaceae,Dicorynia,guianensis,31.4,79.266,1.199,31.562,80.483,6.442,57.1,91.19651741,49.75758743,1.63259995,0.064556962,0.307779917,0.310760421,0.121599196,0.004439523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,28,
2019_wet_PAR-S3_76T1,2019,P,wet,PAR,S3,76,T,1,Fabaceae,Dicorynia,guianensis,25.997,83.77,1.199,NA,NA,NA,58.8,90.0911215,50.16223526,1.809351563,0.063540912,0.272202139,0.288449965,0.107793738,0.00380172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,28,
2019_wet_NOU-S4_80T1,2019,C,wet,NOU,S4,80,T,1,Fabaceae,Dicorynia,guianensis,35.06,86.041,2.163,NA,NA,NA,89.35,85.44677419,50.61717224,1.881630063,0.060820368,0.480328085,0.271772703,0.062765031,0.022034187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,38,
2019_wet_NOU-S4_80T2,2019,C,wet,NOU,S4,80,T,2,Fabaceae,Dicorynia,guianensis,36.196,103.947,2.163,NA,NA,NA,NA,83.67364017,49.99068832,2.063013077,0.065490873,0.518741184,0.269513506,0.055682959,0.022790416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,38,
2019_wet_NOU-S4_80T3,2019,C,wet,NOU,S4,80,T,3,Fabaceae,Dicorynia,guianensis,39.738,96.208,2.163,39.656,97.7,7.427,NA,80.88694268,50.94986343,1.979638696,0.059693197,0.413083415,0.326466675,0.074797855,0.025977934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,38,
2019_wet_NOU-S4_80D1,2019,C,wet,NOU,S4,80,D,1,Fabaceae,Dicorynia,guianensis,26.289,80.279,1.853,NA,NA,NA,NA,80.20350109,51.24301147,1.73321867,0.063132911,0.376547837,0.281979581,0.056301197,0.023116294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,38,
2019_wet_NOU-S4_80D2,2019,C,wet,NOU,S4,80,D,2,Fabaceae,Dicorynia,guianensis,15.425,58.036,1.853,NA,NA,NA,NA,86.33285714,50.52231216,2.025900364,0.061788937,0.471442772,0.262874889,0.051285573,0.019423867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,38,
2019_wet_NOU-S4_80D3,2019,C,wet,NOU,S4,80,D,3,Fabaceae,Dicorynia,guianensis,10.991,41.269,1.853,NA,NA,NA,NA,85.83196721,50.41917801,1.944219232,0.060601952,0.427300885,0.289516023,0.056296659,0.021329307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,38,
2019_wet_NOU-T1_54T1,2019,N,wet,NOU,T1,54,T,1,Fabaceae,Dicorynia,guianensis,21.817,89.114,1.509,NA,NA,NA,74.16666667,90.96529968,51.17476273,1.971304178,0.0636,0.384032868,0.151263579,0.078357994,0.006567427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,41,
2019_wet_NOU-T1_54T2,2019,N,wet,NOU,T1,54,T,2,Fabaceae,Dicorynia,guianensis,23.849,97.035,1.509,NA,NA,NA,78.56666667,83.30470348,51.02391815,2.074935436,0.067049051,0.409174951,0.134121359,0.073470709,0.005695892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,41,
2019_wet_NOU-T1_54T3,2019,N,wet,NOU,T1,54,T,3,Fabaceae,Dicorynia,guianensis,29.37,105.834,1.509,NA,NA,NA,74.5,88.35164835,51.22657394,2.086433649,0.069533248,0.443942199,0.124052555,0.068218366,0.005599346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,41,
2019_wet_NOU-T1_54D1,2019,N,wet,NOU,T1,54,D,1,Fabaceae,Dicorynia,guianensis,34.243,111.539,1.333,NA,NA,NA,97.66666667,98.7366136,50.41178131,2.531264544,0.074536377,0.412724831,0.180409245,0.087217882,0.00901085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29,
2019_wet_NOU-T1_54D2,2019,N,wet,NOU,T1,54,D,2,Fabaceae,Dicorynia,guianensis,18.813,88.28,1.333,NA,NA,NA,76.1,109.2796834,50.46812057,2.330555439,0.070277361,0.424597284,0.161971113,0.107173047,0.011947872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29,
2019_wet_NOU-T1_54D3,2019,N,wet,NOU,T1,54,D,3,Fabaceae,Dicorynia,guianensis,18.165,75.562,1.333,NA,NA,NA,74.46666667,103.8556701,50.78108597,2.378005505,0.069454043,0.415819846,0.183337495,0.084381301,0.01100269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29,
2019_wet_NOU-T2_78D1,2019,NP,wet,NOU,T2,78,D,1,Fabaceae,Dicorynia,guianensis,22.69,103.014,1.977,NA,NA,NA,81.76666667,68.89655172,51.3598938,1.765666962,0.072938689,0.211005771,0.196391671,0.121124415,0.009125549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,31,
2019_wet_NOU-T2_78T3,2019,NP,wet,NOU,T2,78,T,3,Fabaceae,Dicorynia,guianensis,28.027,78.236,1.644,28.019,78.522,6.157,74.36666667,63.79129129,51.0110817,1.67254591,0.061713129,0.196812343,0.172884764,0.085307346,0.007402299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,36,
2019_wet_NOU-T2_78T2,2019,NP,wet,NOU,T2,78,T,2,Fabaceae,Dicorynia,guianensis,33.772,108.243,1.644,NA,NA,NA,95.56666667,68.24127907,51.13195038,2.025695562,0.080118694,0.23486994,0.144666599,0.086631895,0.006829565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,36,
2019_wet_NOU-T2_78T1,2019,NP,wet,NOU,T2,78,T,1,Fabaceae,Dicorynia,guianensis,NA,NA,1.644,NA,NA,NA,97.15,66.92635213,50.82284164,2.096233845,0.08693275,0.248143605,0.183915199,0.101426971,0.009665662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,36,
2019_wet_NOU-T2_78D2,2019,NP,wet,NOU,T2,78,D,2,Fabaceae,Dicorynia,guianensis,8.626,46.719,1.977,NA,NA,NA,84.6,65.25894737,50.5718689,1.728770852,0.067901235,0.264565778,0.162519077,0.089552237,0.007684886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,31,
2019_wet_NOU-B3_33D3,2019,P,wet,NOU,B3,33,D,3,Fabaceae,Dicorynia,guianensis,13.977,68.875,1.415,NA,NA,NA,79.76666667,81.75243394,50.04144669,2.066346645,0.077215756,0.521100384,0.46461166,0.062969579,0.02081194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,
2019_wet_NOU-B3_33D2,2019,P,wet,NOU,B3,33,D,2,Fabaceae,Dicorynia,guianensis,25.569,137.448,1.415,NA,NA,NA,82.53333333,79.65116279,51.15560913,2.061153412,0.065676511,0.539346933,0.441453728,0.043550171,0.018717123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,
2019_wet_NOU-B3_33D1,2019,P,wet,NOU,B3,33,D,1,Fabaceae,Dicorynia,guianensis,27.307,104.995,1.415,NA,NA,NA,81.13333333,82.92636986,50.81195068,1.970025182,0.071299639,0.507985766,0.532418097,0.068043729,0.023303287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,
2019_wet_NOU-B3_33T2,2019,P,wet,NOU,B3,33,T,2,Fabaceae,Dicorynia,guianensis,31.38,120.509,2.167,NA,NA,NA,75.76666667,82.39145907,51.0713501,1.991850615,0.073101777,0.521211516,0.415318385,0.056291573,0.016975331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,38,
2019_wet_NOU-B3_33T1,2019,P,wet,NOU,B3,33,T,1,Fabaceae,Dicorynia,guianensis,22.691,82.951,2.167,NA,NA,NA,72.06666667,78.53093812,51.30205536,1.958379745,0.075,0.555155288,0.483167823,0.067304883,0.021851767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,38,
