uniquefield,Location,Paired_Spectra,Plant,Plot,Rep,Species,Treatment,Plant_Age,Days_Into_Treatment,Measurement_Date,Instrument,Pre_or_Post_Treatment
2018-07-17_82,glasshouse,leaf,82,NA,NA,POCA19,watered,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_85,glasshouse,leaf,85,NA,NA,POCA19,watered,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_88,glasshouse,leaf,88,NA,NA,POCA19,watered,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_92,glasshouse,leaf,92,NA,NA,POCA19,watered,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_93,glasshouse,leaf,93,NA,NA,POCA19,watered,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,119,34,7/17/18,SE_PSR_Plus,post
2018-07-17_96,glasshouse,leaf,96,NA,NA,POCA19,watered,119,34,7/17/18,SE_PSR_Plus,post
2018-07-19_121,glasshouse,leaf,121,NA,NA,CUPE,watered,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_122,glasshouse,leaf,122,NA,NA,CUPE,droughted,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_123,glasshouse,leaf,123,NA,NA,CUPE,droughted,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_124,glasshouse,leaf,124,NA,NA,CUPE,droughted,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_125,glasshouse,leaf,125,NA,NA,CUPE,watered,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_126,glasshouse,leaf,126,NA,NA,CUPE,droughted,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_127,glasshouse,leaf,127,NA,NA,CUPE,watered,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_128,glasshouse,leaf,128,NA,NA,CUPE,droughted,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_129,glasshouse,leaf,129,NA,NA,CUPE,watered,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_130,glasshouse,leaf,130,NA,NA,CUPE,watered,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_131,glasshouse,leaf,131,NA,NA,CUPE,watered,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_132,glasshouse,leaf,132,NA,NA,CUPE,droughted,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_133,glasshouse,leaf,133,NA,NA,CUPE,watered,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_134,glasshouse,leaf,134,NA,NA,CUPE,watered,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_135,glasshouse,leaf,135,NA,NA,CUPE,droughted,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_136,glasshouse,leaf,136,NA,NA,CUPE,droughted,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_137,glasshouse,leaf,137,NA,NA,CUPE,droughted,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_138,glasshouse,leaf,138,NA,NA,CUPE,watered,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_139,glasshouse,leaf,139,NA,NA,CUPE,droughted,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_140,glasshouse,leaf,140,NA,NA,CUPE,watered,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_141,glasshouse,leaf,141,NA,NA,CUPE,watered,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_142,glasshouse,leaf,142,NA,NA,CUPE,droughted,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_143,glasshouse,leaf,143,NA,NA,CUPE,watered,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_144,glasshouse,leaf,144,NA,NA,CUPE,droughted,42,13,7/19/18,SE_PSR_Plus,post
2018-07-19_145,glasshouse,leaf,145,NA,NA,CAAN4,droughted,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_146,glasshouse,leaf,146,NA,NA,CAAN4,droughted,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_147,glasshouse,leaf,147,NA,NA,CAAN4,watered,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_148,glasshouse,leaf,148,NA,NA,CAAN4,droughted,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_149,glasshouse,leaf,149,NA,NA,CAAN4,droughted,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_150,glasshouse,leaf,150,NA,NA,CAAN4,watered,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_151,glasshouse,leaf,151,NA,NA,CAAN4,droughted,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_152,glasshouse,leaf,152,NA,NA,CAAN4,watered,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_153,glasshouse,leaf,153,NA,NA,CAAN4,watered,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_154,glasshouse,leaf,154,NA,NA,CAAN4,droughted,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_155,glasshouse,leaf,155,NA,NA,CAAN4,watered,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_156,glasshouse,leaf,156,NA,NA,CAAN4,watered,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_157,glasshouse,leaf,157,NA,NA,CAAN4,watered,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_158,glasshouse,leaf,158,NA,NA,CAAN4,watered,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_159,glasshouse,leaf,159,NA,NA,CAAN4,droughted,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_160,glasshouse,leaf,160,NA,NA,CAAN4,watered,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_161,glasshouse,leaf,161,NA,NA,CAAN4,droughted,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_162,glasshouse,leaf,162,NA,NA,CAAN4,droughted,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_163,glasshouse,leaf,163,NA,NA,CAAN4,droughted,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_164,glasshouse,leaf,164,NA,NA,CAAN4,droughted,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_165,glasshouse,leaf,165,NA,NA,CAAN4,watered,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_166,glasshouse,leaf,166,NA,NA,CAAN4,watered,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_167,glasshouse,leaf,167,NA,NA,CAAN4,watered,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_168,glasshouse,leaf,168,NA,NA,CAAN4,droughted,100,0,7/19/18,SE_PSR_Plus,pre
2018-07-19_81,glasshouse,leaf,81,NA,NA,POCA19,watered,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_82,glasshouse,leaf,82,NA,NA,POCA19,watered,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_85,glasshouse,leaf,85,NA,NA,POCA19,watered,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_88,glasshouse,leaf,88,NA,NA,POCA19,watered,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_90,glasshouse,leaf,90,NA,NA,POCA19,watered,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_92,glasshouse,leaf,92,NA,NA,POCA19,watered,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_93,glasshouse,leaf,93,NA,NA,POCA19,watered,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,121,36,7/19/18,SE_PSR_Plus,post
2018-07-19_96,glasshouse,leaf,96,NA,NA,POCA19,watered,121,36,7/19/18,SE_PSR_Plus,post
2018-07-20_121,glasshouse,leaf,121,NA,NA,CUPE,watered,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_122,glasshouse,leaf,122,NA,NA,CUPE,droughted,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_123,glasshouse,leaf,123,NA,NA,CUPE,droughted,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_124,glasshouse,leaf,124,NA,NA,CUPE,droughted,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_125,glasshouse,leaf,125,NA,NA,CUPE,watered,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_126,glasshouse,leaf,126,NA,NA,CUPE,droughted,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_127,glasshouse,leaf,127,NA,NA,CUPE,watered,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_128,glasshouse,leaf,128,NA,NA,CUPE,droughted,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_129,glasshouse,leaf,129,NA,NA,CUPE,watered,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_130,glasshouse,leaf,130,NA,NA,CUPE,watered,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_131,glasshouse,leaf,131,NA,NA,CUPE,watered,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_132,glasshouse,leaf,132,NA,NA,CUPE,droughted,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_133,glasshouse,leaf,133,NA,NA,CUPE,watered,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_134,glasshouse,leaf,134,NA,NA,CUPE,watered,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_135,glasshouse,leaf,135,NA,NA,CUPE,droughted,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_136,glasshouse,leaf,136,NA,NA,CUPE,droughted,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_137,glasshouse,leaf,137,NA,NA,CUPE,droughted,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_138,glasshouse,leaf,138,NA,NA,CUPE,watered,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_139,glasshouse,leaf,139,NA,NA,CUPE,droughted,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_140,glasshouse,leaf,140,NA,NA,CUPE,watered,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_141,glasshouse,leaf,141,NA,NA,CUPE,watered,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_142,glasshouse,leaf,142,NA,NA,CUPE,droughted,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_143,glasshouse,leaf,143,NA,NA,CUPE,watered,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_144,glasshouse,leaf,144,NA,NA,CUPE,droughted,43,14,7/20/18,SE_PSR_Plus,post
2018-07-20_145,glasshouse,leaf,145,NA,NA,CAAN4,droughted,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_146,glasshouse,leaf,146,NA,NA,CAAN4,droughted,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_147,glasshouse,leaf,147,NA,NA,CAAN4,watered,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_148,glasshouse,leaf,148,NA,NA,CAAN4,droughted,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_149,glasshouse,leaf,149,NA,NA,CAAN4,droughted,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_150,glasshouse,leaf,150,NA,NA,CAAN4,watered,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_151,glasshouse,leaf,151,NA,NA,CAAN4,droughted,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_152,glasshouse,leaf,152,NA,NA,CAAN4,watered,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_153,glasshouse,leaf,153,NA,NA,CAAN4,watered,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_154,glasshouse,leaf,154,NA,NA,CAAN4,droughted,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_155,glasshouse,leaf,155,NA,NA,CAAN4,watered,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_156,glasshouse,leaf,156,NA,NA,CAAN4,watered,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_157,glasshouse,leaf,157,NA,NA,CAAN4,watered,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_158,glasshouse,leaf,158,NA,NA,CAAN4,watered,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_159,glasshouse,leaf,159,NA,NA,CAAN4,droughted,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_160,glasshouse,leaf,160,NA,NA,CAAN4,watered,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_161,glasshouse,leaf,161,NA,NA,CAAN4,droughted,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_162,glasshouse,leaf,162,NA,NA,CAAN4,droughted,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_163,glasshouse,leaf,163,NA,NA,CAAN4,droughted,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_164,glasshouse,leaf,164,NA,NA,CAAN4,droughted,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_165,glasshouse,leaf,165,NA,NA,CAAN4,watered,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_166,glasshouse,leaf,166,NA,NA,CAAN4,watered,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_167,glasshouse,leaf,167,NA,NA,CAAN4,watered,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_168,glasshouse,leaf,168,NA,NA,CAAN4,droughted,101,0,7/20/18,SE_PSR_Plus,pre
2018-07-20_81,glasshouse,leaf,81,NA,NA,POCA19,watered,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_82,glasshouse,leaf,82,NA,NA,POCA19,watered,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_83,glasshouse,leaf,83,NA,NA,POCA19,droughted,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_84,glasshouse,leaf,84,NA,NA,POCA19,droughted,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_85,glasshouse,leaf,85,NA,NA,POCA19,watered,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_86,glasshouse,leaf,86,NA,NA,POCA19,droughted,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_87,glasshouse,leaf,87,NA,NA,POCA19,droughted,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_88,glasshouse,leaf,88,NA,NA,POCA19,watered,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_89,glasshouse,leaf,89,NA,NA,POCA19,droughted,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_90,glasshouse,leaf,90,NA,NA,POCA19,watered,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_91,glasshouse,leaf,91,NA,NA,POCA19,droughted,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_92,glasshouse,leaf,92,NA,NA,POCA19,watered,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_93,glasshouse,leaf,93,NA,NA,POCA19,watered,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_94,glasshouse,leaf,94,NA,NA,POCA19,droughted,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_95,glasshouse,leaf,95,NA,NA,POCA19,droughted,122,37,7/20/18,SE_PSR_Plus,post
2018-07-20_96,glasshouse,leaf,96,NA,NA,POCA19,watered,122,37,7/20/18,SE_PSR_Plus,post
2018-07-23_121,glasshouse,leaf,121,NA,NA,CUPE,watered,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_122,glasshouse,leaf,122,NA,NA,CUPE,droughted,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_123,glasshouse,leaf,123,NA,NA,CUPE,droughted,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_124,glasshouse,leaf,124,NA,NA,CUPE,droughted,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_125,glasshouse,leaf,125,NA,NA,CUPE,watered,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_126,glasshouse,leaf,126,NA,NA,CUPE,droughted,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_127,glasshouse,leaf,127,NA,NA,CUPE,watered,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_128,glasshouse,leaf,128,NA,NA,CUPE,droughted,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_129,glasshouse,leaf,129,NA,NA,CUPE,watered,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_130,glasshouse,leaf,130,NA,NA,CUPE,watered,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_131,glasshouse,leaf,131,NA,NA,CUPE,watered,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_132,glasshouse,leaf,132,NA,NA,CUPE,droughted,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_133,glasshouse,leaf,133,NA,NA,CUPE,watered,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_134,glasshouse,leaf,134,NA,NA,CUPE,watered,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_135,glasshouse,leaf,135,NA,NA,CUPE,droughted,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_136,glasshouse,leaf,136,NA,NA,CUPE,droughted,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_137,glasshouse,leaf,137,NA,NA,CUPE,droughted,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_138,glasshouse,leaf,138,NA,NA,CUPE,watered,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_139,glasshouse,leaf,139,NA,NA,CUPE,droughted,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_140,glasshouse,leaf,140,NA,NA,CUPE,watered,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_141,glasshouse,leaf,141,NA,NA,CUPE,watered,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_142,glasshouse,leaf,142,NA,NA,CUPE,droughted,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_143,glasshouse,leaf,143,NA,NA,CUPE,watered,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_144,glasshouse,leaf,144,NA,NA,CUPE,droughted,46,17,7/23/18,SE_PSR_Plus,post
2018-07-23_145,glasshouse,leaf,145,NA,NA,CAAN4,droughted,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_146,glasshouse,leaf,146,NA,NA,CAAN4,droughted,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_147,glasshouse,leaf,147,NA,NA,CAAN4,watered,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_148,glasshouse,leaf,148,NA,NA,CAAN4,droughted,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_149,glasshouse,leaf,149,NA,NA,CAAN4,droughted,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_150,glasshouse,leaf,150,NA,NA,CAAN4,watered,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_151,glasshouse,leaf,151,NA,NA,CAAN4,droughted,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_152,glasshouse,leaf,152,NA,NA,CAAN4,watered,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_153,glasshouse,leaf,153,NA,NA,CAAN4,watered,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_154,glasshouse,leaf,154,NA,NA,CAAN4,droughted,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_155,glasshouse,leaf,155,NA,NA,CAAN4,watered,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_156,glasshouse,leaf,156,NA,NA,CAAN4,watered,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_157,glasshouse,leaf,157,NA,NA,CAAN4,watered,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_158,glasshouse,leaf,158,NA,NA,CAAN4,watered,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_159,glasshouse,leaf,159,NA,NA,CAAN4,droughted,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_160,glasshouse,leaf,160,NA,NA,CAAN4,watered,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_161,glasshouse,leaf,161,NA,NA,CAAN4,droughted,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_162,glasshouse,leaf,162,NA,NA,CAAN4,droughted,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_163,glasshouse,leaf,163,NA,NA,CAAN4,droughted,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_164,glasshouse,leaf,164,NA,NA,CAAN4,droughted,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_165,glasshouse,leaf,165,NA,NA,CAAN4,watered,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_166,glasshouse,leaf,166,NA,NA,CAAN4,watered,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_167,glasshouse,leaf,167,NA,NA,CAAN4,watered,104,3,7/23/18,SE_PSR_Plus,post
2018-07-23_168,glasshouse,leaf,168,NA,NA,CAAN4,droughted,104,3,7/23/18,SE_PSR_Plus,post
2018-07-24_121,glasshouse,leaf,121,NA,NA,CUPE,watered,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_122,glasshouse,leaf,122,NA,NA,CUPE,droughted,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_123,glasshouse,leaf,123,NA,NA,CUPE,droughted,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_124,glasshouse,leaf,124,NA,NA,CUPE,droughted,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_125,glasshouse,leaf,125,NA,NA,CUPE,watered,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_126,glasshouse,leaf,126,NA,NA,CUPE,droughted,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_127,glasshouse,leaf,127,NA,NA,CUPE,watered,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_128,glasshouse,leaf,128,NA,NA,CUPE,droughted,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_129,glasshouse,leaf,129,NA,NA,CUPE,watered,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_130,glasshouse,leaf,130,NA,NA,CUPE,watered,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_131,glasshouse,leaf,131,NA,NA,CUPE,watered,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_132,glasshouse,leaf,132,NA,NA,CUPE,droughted,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_133,glasshouse,leaf,133,NA,NA,CUPE,watered,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_134,glasshouse,leaf,134,NA,NA,CUPE,watered,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_135,glasshouse,leaf,135,NA,NA,CUPE,droughted,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_136,glasshouse,leaf,136,NA,NA,CUPE,droughted,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_137,glasshouse,leaf,137,NA,NA,CUPE,droughted,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_138,glasshouse,leaf,138,NA,NA,CUPE,watered,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_139,glasshouse,leaf,139,NA,NA,CUPE,droughted,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_140,glasshouse,leaf,140,NA,NA,CUPE,watered,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_141,glasshouse,leaf,141,NA,NA,CUPE,watered,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_142,glasshouse,leaf,142,NA,NA,CUPE,droughted,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_143,glasshouse,leaf,143,NA,NA,CUPE,watered,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_144,glasshouse,leaf,144,NA,NA,CUPE,droughted,47,18,7/24/18,SE_PSR_Plus,post
2018-07-24_145,glasshouse,leaf,145,NA,NA,CAAN4,droughted,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_146,glasshouse,leaf,146,NA,NA,CAAN4,droughted,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_147,glasshouse,leaf,147,NA,NA,CAAN4,watered,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_148,glasshouse,leaf,148,NA,NA,CAAN4,droughted,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_149,glasshouse,leaf,149,NA,NA,CAAN4,droughted,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_150,glasshouse,leaf,150,NA,NA,CAAN4,watered,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_151,glasshouse,leaf,151,NA,NA,CAAN4,droughted,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_152,glasshouse,leaf,152,NA,NA,CAAN4,watered,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_153,glasshouse,leaf,153,NA,NA,CAAN4,watered,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_154,glasshouse,leaf,154,NA,NA,CAAN4,droughted,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_155,glasshouse,leaf,155,NA,NA,CAAN4,watered,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_156,glasshouse,leaf,156,NA,NA,CAAN4,watered,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_157,glasshouse,leaf,157,NA,NA,CAAN4,watered,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_158,glasshouse,leaf,158,NA,NA,CAAN4,watered,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_159,glasshouse,leaf,159,NA,NA,CAAN4,droughted,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_160,glasshouse,leaf,160,NA,NA,CAAN4,watered,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_161,glasshouse,leaf,161,NA,NA,CAAN4,droughted,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_162,glasshouse,leaf,162,NA,NA,CAAN4,droughted,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_163,glasshouse,leaf,163,NA,NA,CAAN4,droughted,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_164,glasshouse,leaf,164,NA,NA,CAAN4,droughted,105,4,7/24/18,SE_PSR_Plus,post
2018-07-24_165,glasshouse,leaf,165,NA,NA,CAAN4,watered,105,4,7/24/18,SE_PSR_Plus,post
