SampleID,Spectra_name,date,Genus_species,Site,Plot,AQ,ACi,Rdark,survey,gswQ,gswTleaf,gswRH,gswdarkCO2,gswdarkRH,gswdarkTleaf,Refl,Tran,Vertical_Position,Vertical_Profile,Vertical_Level,Tleaf_Spec
BNL20459,BNL20459,20220304,Ormosia panamensis,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.3
BNL20515,BNL20515,20220314,Inga punctata,PA-Gam,NA,1,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.6
BNL20516,BNL20516,20220314,Myroxlyon balsamum,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.6
BNL20517,BNL20517,20220314,Peltogyne purpurea,PA-Gam,NA,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.6
BNL20518,BNL20518,20220314,Astronium graveolens,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.6
BNL20519,BNL20519,20220314,Astronium graveolens,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.6
BNL20520,BNL20520,20220314,Calophyllum brasiliense,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.6
BNL20521,BNL20521,20220314,Calophyllum brasiliense,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.6
BNL21679,BNL21679,20220404,Picramnia latifolia,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23
BNL21680,BNL21680,20220404,Cupania seemannii,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.9
BNL21681,BNL21681,20220404,Virola sebifera,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.8
BNL21682,BNL21682,20220404,Hirtella triandra,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.8
BNL21683,BNL21683,20220404,Picramnia latifolia,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23
BNL21684,BNL21684,20220404,Cupania seemannii,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.9
BNL21685,BNL21685,20220404,Eugenia oerstediana,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23
BNL21686,BNL21686,20220404,Virola sebifera,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,23.5
BNL21687,BNL21687,20220404,Hirtella triandra,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.9
BNL21688,BNL21688,20220404,Eugenia oerstediana,PA-Gam,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,22.9
BNL21689,BNL21689,20220404,Virola sebifera,PA-Gam,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,23
BNL21690,BNL21690,20220405,Laetia thamnia,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
BNL21691,BNL21691,20220405,Garcinia madruno,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
BNL21692,BNL21692,20220405,Cordia bicolor,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
BNL21693,BNL21693,20220405,Guarea guidonia,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
BNL21694,BNL21694,20220405,Trichilia tuberculata,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
BNL21695,BNL21695,20220405,Garcinia madruno,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
BNL21696,BNL21696,20220405,Laetia thamnia,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
BNL21697,BNL21697,20220405,Trichilia tuberculata,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
BNL21698,BNL21698,20220405,Cordia bicolor,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
BNL21699,BNL21699,20220405,Guarea guidonia,PA-Gam,NA,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
BNL20201,NA,20220126,Anacardium excelsum,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,B01,B,1,NA
BNL20202,NA,20220126,Anacardium excelsum,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,H01,H,1,NA
BNL20203,NA,20220125,Ficus insipida,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,H02,H,2,NA
BNL20204,NA,20220125,Ficus insipida,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,B05,B,5,NA
BNL20205,NA,20220125,Cecropia peltata,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20206,NA,20220126,Castilla elastica,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20207,NA,20220126,Chrysophyllum cainito,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,E03,E,3,NA
BNL20208,NA,20220126,Chrysophyllum cainito,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,D05,D,5,NA
BNL20209,NA,20220125,Schefflera morototoni,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20210,NA,20220126,Luehea seemannii,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20211,NA,20220125,Cinnamomum triplinerve,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20212,NA,20220126,Cinnamomum triplinerve,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20213,NA,20220125,Anacardium excelsum,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20214,BNL20214,20220127,Capparis indica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,30.4
BNL20215,BNL20215,20220127,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,29.8
BNL20216,BNL20216,20220127,Attalea rostrata,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,30.1
BNL20217,BNL20217,20220127,Capparis indica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,30.6
BNL20218,BNL20218,20220127,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,30.4
BNL20219,BNL20219,20220127,Attalea rostrata,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,29.2
BNL20220,BNL20220,20220127,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,29.2
BNL20221,BNL20221,20220127,Callichlamys latifolia,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,28.5
BNL20222,BNL20222,20220127,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,29.2
BNL20223,BNL20223,20220127,Connarus panamensis,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,29.8
BNL20224,BNL20224,20220127,Thevetia ahouai,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,28.5
BNL20225,BNL20225,20220127,Doliocarpus major,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,29.1
BNL20226,BNL20226,20220127,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,31.1
BNL20227,BNL20227,20220127,Thevetia ahouai,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,30.3
BNL20228,BNL20228,20220127,Posoqueria latifolia,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,30.2
BNL20229,BNL20229,20220127,Syzygium jambos,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,30.8
BNL20230,NA,20220201,Luehea seemannii,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20231,NA,20220201,Schefflera morototoni,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20232,NA,20220128,Anacardium excelsum,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20233,NA,20220128,Anacardium excelsum,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20234,NA,20220128,Ficus insipida,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,B06,B,6,NA
BNL20235,NA,20220128,Cecropia peltata,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,B06,B,6,NA
BNL20236,NA,20220201,Chrysophyllum cainito,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20237,NA,20220131,Chrysophyllum cainito,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20238,NA,20220201,Chrysophyllum cainito,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20239,NA,20220131,Chrysophyllum cainito,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20240,NA,20220131,Castilla elastica,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20241,NA,20220131,Castilla elastica,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20242,NA,20220131,Calycophyllum candidissimum,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20243,NA,20220131,Calycophyllum candidissimum,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20244,NA,20220201,Cinnamomum triplinerve,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20245,NA,20220131,Cinnamomum triplinerve,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20246,NA,20220201,Anacardium excelsum,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20247,NA,20220131,Piper reticulatum,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,B08,B,8,NA
BNL20248,NA,20220131,Castilla elastica,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,B08,B,8,NA
BNL20249,BNL20249,20220131,Cecropia peltata,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,1,1,B06,B,6,29.8
BNL20250,NA,20220131,Ficus insipida,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20251,BNL20251,20220204,Anacardium excelsum,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,1,1,B01,B,1,NA
BNL20252,BNL20252,20220203,Anacardium excelsum,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,1,1,B01,B,1,31.3
BNL20253,BNL20253,20220203,Anacardium excelsum,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,1,1,B02,B,2,29.6
BNL20254,BNL20254,20220204,Anacardium excelsum,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,1,1,B02,B,2,28.6
BNL20255,BNL20255,20220203,Anacardium excelsum,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,1,1,B03,B,3,31.8
BNL20256,BNL20256,20220204,Anacardium excelsum,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,1,1,B03,B,3,NA
BNL20257,BNL20257,20220203,Calycophyllum candidissimum,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,1,1,B04,B,4,30.3
BNL20258,BNL20258,20220204,Calycophyllum candidissimum,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,1,1,B04,B,4,30.6
BNL20259,BNL20259,20220203,Cecropia peltata,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,1,1,B06,B,6,29.1
BNL20260,BNL20260,20220203,Ficus insipida,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,1,1,B06,B,6,29.8
BNL20261,NA,20220204,Ficus insipida,PA-PNM,NA,0,0,0,1,1,0,0,0,0,0,0,0,B05,B,5,NA
BNL20262,NA,20220203,Ficus insipida,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,0,0,B07,B,7,NA
BNL20263,NA,20220203,Schefflera morototoni,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20264,NA,20220203,Schefflera morototoni,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20265,NA,20220203,Cinnamomum triplinerve,PA-PNM,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
BNL20266,BNL20266,20220204,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,B10,B,10,NA
BNL20267,BNL20267,20220204,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,B09,B,9,NA
BNL20268,BNL20268,20220204,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,B08,B,8,31.8
BNL20269,BNL20269,20220204,Castilla elastica,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
BNL20270,BNL20270,20220204,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,B08,B,8,30.9
BNL20271,BNL20271,20220204,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,B07,B,7,31.6
BNL20272,BNL20272,20220204,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,B06,B,6,32.1
BNL20273,BNL20273,20220204,Anacardium excelsum,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,31.3
BNL20274,BNL20274,20220204,Anacardium excelsum,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,31.6
BNL20275,BNL20275,20220207,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,A04,A,4,29
BNL20276,BNL20276,20220207,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,A05,A,5,29
BNL20277,BNL20277,20220207,Luehea seemannii,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,A06,A,6,29
BNL20278,BNL20278,20220207,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,A01,A,1,29.5
BNL20279,BNL20279,20220207,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,A02,A,2,30.3
BNL20280,BNL20280,20220207,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,A03,A,3,31
BNL20281,BNL20281,20220207,Luehea seemannii,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,A07,A,7,30.3
BNL20282,BNL20282,20220207,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,A08,A,8,31.3
BNL20283,BNL20283,20220207,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,A09,A,9,30.8
BNL20284,BNL20284,20220207,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,A10,A,10,29.9
BNL20285,BNL20285,20220207,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,A09,A,9,29.5
BNL20286,BNL20286,20220207,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,A06,A,6,30.1
BNL20287,BNL20287,20220207,Castilla elastica,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,31
BNL20288,BNL20288,20220207,Luehea seemannii,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,30.7
BNL20289,BNL20289,20220207,Castilla elastica,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,32.6
BNL20290,BNL20290,20220208,Chrysophyllum cainito,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,E01,E,1,27.2
BNL20291,BNL20291,20220208,Chrysophyllum cainito,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,E02,E,2,26.4
BNL20292,BNL20292,20220208,Chrysophyllum cainito,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,E03,E,3,27.2
BNL20293,BNL20293,20220208,Chrysophyllum cainito,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,E04,E,4,30.7
BNL20294,BNL20294,20220208,Chrysophyllum cainito,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,E05,E,5,29
BNL20295,BNL20295,20220208,Chrysophyllum cainito,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,E06,E,6,32
BNL20296,BNL20296,20220208,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,E07,E,7,31
BNL20297,BNL20297,20220208,Astronium graveolens,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,E08,E,8,29.9
BNL20298,BNL20298,20220208,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,E10,E,10,31.6
BNL20299,BNL20299,20220208,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,1,E09,E,9,28.9
BNL20300,BNL20300,20220208,Chrysophyllum cainito,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,27.5
BNL20301,BNL20301,20220208,Castilla elastica,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,27.2
BNL20302,BNL20302,20220208,Castilla elastica,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,27.2
BNL20303,BNL20303,20220208,Chrysophyllum cainito,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,27.2
BNL20304,BNL20304,20220208,Castilla elastica,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,29.3
BNL20305,BNL20305,20220208,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,30.1
BNL20306,BNL20306,20220210,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,C03,C,3,28
BNL20307,BNL20307,20220210,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,C02,C,2,27.9
BNL20308,BNL20308,20220210,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,C01,C,1,27.7
BNL20309,BNL20309,20220210,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,C04,C,4,27.6
BNL20310,BNL20310,20220210,Calycophyllum candidissimum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,C05,C,5,27.6
BNL20311,BNL20311,20220210,Calycophyllum candidissimum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,C07,C,7,27.6
BNL20312,BNL20312,20220210,Calycophyllum candidissimum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,C06,C,6,27.2
BNL20313,BNL20313,20220210,Calycophyllum candidissimum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,C08,C,8,27.4
BNL20314,BNL20314,20220210,Chrysophyllum cainito,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,C09,C,9,25.3
BNL20315,BNL20315,20220210,Chrysophyllum cainito,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,C09,C,9,26.2
BNL20316,BNL20316,20220210,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,C10,C,10,27.2
BNL20317,BNL20317,20220211,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,D01,D,1,30.1
BNL20318,BNL20318,20220211,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,D02,D,2,29.4
BNL20319,BNL20319,20220211,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,D03,D,3,30
BNL20320,BNL20320,20220211,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,D04,D,4,29.3
BNL20321,BNL20321,20220211,Chrysophyllum cainito,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,D05,D,5,27.6
BNL20322,BNL20322,20220211,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,D07,D,7,29
BNL20323,BNL20323,20220211,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,D08,D,8,30
BNL20324,BNL20324,20220211,Cassipourea elliptica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,D09,D,9,30.3
BNL20325,BNL20325,20220211,Cassipourea elliptica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,D10,D,10,30.4
BNL20326,BNL20326,20220214,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,F01,F,1,26.5
BNL20327,BNL20327,20220214,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,F09,F,9,29.7
BNL20328,BNL20328,20220214,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,F03,F,3,27.4
BNL20329,BNL20329,20220214,Pittoniotis trichantha,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,F05,F,5,27.3
BNL20330,BNL20330,20220214,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,F04,F,4,27.9
BNL20331,BNL20331,20220214,Castilla elastica,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,F02,F,2,27.6
BNL20332,BNL20332,20220214,Luehea seemannii,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,F06,F,6,28.8
BNL20333,BNL20333,20220214,Luehea seemannii,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,F07,F,7,29
BNL20334,BNL20334,20220214,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,F08,F,8,26.8
BNL20335,BNL20335,20220214,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,F10,F,10,28.8
BNL20336,BNL20336,20220214,Piper reticulatum,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.3
BNL20337,BNL20337,20220214,Pittoniotis trichantha,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.2
BNL20338,BNL20338,20220214,Castilla elastica,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.1
BNL20339,BNL20339,20220214,Castilla elastica,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,26.6
BNL20340,BNL20340,20220215,Luehea seemannii,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G01,G,1,27.1
BNL20341,BNL20341,20220215,Luehea seemannii,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G02,G,2,27.5
BNL20342,BNL20342,20220215,Luehea seemannii,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G03,G,3,27.8
BNL20343,BNL20343,20220215,Luehea seemannii,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G04,G,4,28.1
BNL20344,BNL20344,20220215,Luehea seemannii,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G05,G,5,30.5
BNL20345,BNL20345,20220215,Luehea seemannii,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G06,G,6,30.5
BNL20346,BNL20346,20220215,Luehea seemannii,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G07,G,7,28.9
BNL20347,BNL20347,20220215,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G08,G,8,31
BNL20348,BNL20348,20220215,Ficus insipida,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G09,G,9,31
BNL20349,BNL20349,20220215,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G10,G,10,28.8
BNL20350,BNL20350,20220215,Luehea seemannii,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,28.4
BNL20351,BNL20351,20220215,Luehea seemannii,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.9
BNL20352,BNL20352,20220215,Luehea seemannii,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.9
BNL20353,BNL20353,20220215,Luehea seemannii,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.2
BNL20354,BNL20354,20220215,Luehea seemannii,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,28.9
BNL20355,BNL20355,20220215,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,28.3
BNL20356,BNL20356,20220215,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.8
BNL20357,BNL20357,20220215,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,28
BNL20358,BNL20358,20220215,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.3
BNL20359,BNL20359,20220215,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G07,G,7,31
BNL20360,BNL20360,20220215,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G09,G,9,30.2
BNL20361,BNL20361,20220215,Lacistema aggregatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,G10,G,10,29.6
BNL20362,BNL20362,20220216,Ficus insipida,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,H02,H,2,29.7
BNL20363,BNL20363,20220216,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,H06,H,6,28.7
BNL20364,BNL20364,20220216,Ficus insipida,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,H01,H,1,29.1
BNL20365,BNL20365,20220216,Ficus insipida,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,H04,H,4,28.7
BNL20366,BNL20366,20220216,Anacardium excelsum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,H05,H,5,29.8
BNL20367,BNL20367,20220216,Piper reticulatum,PA-PNM,NA,0,0,0,0,1,0,0,0,0,0,1,0,H09,H,9,29.6
